league,date,game,actual,line,postPrediction,edge,overProbability,underProbability,evOver,evUnder,decisionSide,decisionReason,actualSide,correct,profit,draftDelta,draftConfidence,draftSignal,draftSignalReason,topPickEffects
LCKCL,2026-04-21,DN SOOPers Challengers vs Hanwha Life Esports Challengers,30,32.5,31.75,-0.75,0.4671,0.5329,-0.1592,-0.0408,,EV baixo,under,,0,-0.28,0.894,neutral,under bloqueado,SUP Nami -1.75 | TOP Rumble +1.41 | ADC Corki -0.92 | ADC Yunara -0.81 | SUP Lulu -0.79
LCKCL,2026-04-21,Hanwha Life Esports Challengers vs DN SOOPers Challengers,17,31.5,33.11,1.61,0.5711,0.4289,0.0279,-0.2279,,EV baixo,under,,0,1.38,0.838,neutral,over bloqueado,SUP Nautilus +2.8 | MID Aurora +2.2 | TOP Gnar +1.63 | JUNGLE Skarner +1.48 | TOP Kennen +1.45
LCKCL,2026-04-21,DN SOOPers Challengers vs Hanwha Life Esports Challengers,34,29.5,31.34,1.84,0.5804,0.4196,0.0446,-0.2446,,EV baixo,over,,0,1.57,0.841,neutral,over bloqueado,JUNGLE Vi +2.8 | MID Akali +2.8 | MID Ahri +2.45 | ADC Jhin +2.05 | SUP Neeko +1.47
LCKCL,2026-04-23,HANJIN BRION Challengers vs KRX Challengers,20,29.5,30.79,1.29,0.5568,0.4432,0.0022,-0.2022,,EV baixo,under,,0,1.26,0.874,neutral,over bloqueado,SUP Nautilus +2.8 | ADC Sivir +2.8 | ADC Jhin +1.99 | TOP KSante +0.96 | JUNGLE Pantheon +0.54
LCKCL,2026-04-23,HANJIN BRION Challengers vs KRX Challengers,31,27.5,29.13,1.63,0.5714,0.4286,0.0286,-0.2286,,EV baixo,over,,0,1.18,0.833,neutral,over bloqueado,TOP Ambessa +2.54 | MID Aurora +2.46 | JUNGLE Skarner +1.28 | JUNGLE Wukong +1.15 | SUP Seraphine +0.85
LCKCL,2026-04-23,Hanwha Life Esports Challengers vs Dplus KIA Challengers,17,28.5,29.35,0.85,0.5374,0.4626,-0.0327,-0.1673,,EV baixo,under,,0,1,0.873,neutral,over bloqueado,TOP Ambessa +2.43 | ADC Lucian +2.35 | TOP Rumble +1.95 | SUP Nami -1.1 | JUNGLE Jarvan IV +0.94
LCKCL,2026-04-23,Hanwha Life Esports Challengers vs Dplus KIA Challengers,31,27.5,28.55,1.05,0.5462,0.4538,-0.0168,-0.1832,,EV baixo,over,,0,1.48,0.846,neutral,over bloqueado,MID Annie +2.8 | SUP Nautilus +2.8 | MID Aurora +2.74 | JUNGLE Nocturne +1.85 | JUNGLE Skarner +1.59
LCKCL,2026-04-23,Hanwha Life Esports Challengers vs Dplus KIA Challengers,15,27.5,28.54,1.04,0.5458,0.4542,-0.0176,-0.1824,,EV baixo,under,,0,1.42,0.876,neutral,over bloqueado,ADC Sivir +2.8 | MID Ahri +2.78 | TOP Gnar +2.37 | SUP Neeko +1.96 | TOP Sion +1.41
LCKCL,2026-04-24,Gen.G Global Academy vs KT Rolster Challengers,37,28.5,30.16,1.66,0.5724,0.4276,0.0304,-0.2304,,EV baixo,over,,0,1.83,0.832,neutral,over bloqueado,ADC Ashe +2.8 | MID Akali +2.8 | JUNGLE Skarner +1.94 | TOP Sion +1.62 | MID Ryze +1.49
LCKCL,2026-04-24,KT Rolster Challengers vs Gen.G Global Academy,45,29.5,30.81,1.31,0.5573,0.4427,0.0031,-0.2031,,EV baixo,over,,0,1.71,0.865,neutral,over bloqueado,SUP Nautilus +2.8 | TOP Gnar +2.29 | SUP Neeko +1.86 | TOP Aurora +1.81 | JUNGLE Jarvan IV +1.34
LCKCL,2026-04-24,Nongshim Esports Academy vs DN SOOPers Challengers,34,29.5,29.99,0.49,0.5214,0.4786,-0.0615,-0.1385,,EV baixo,over,,0,0.47,0.894,neutral,over bloqueado,JUNGLE Jarvan IV +0.85 | TOP Sion +0.72 | MID Ryze +0.51 | MID Azir -0.4 | SUP Lulu -0.24
LCKCL,2026-04-24,Nongshim Esports Academy vs DN SOOPers Challengers,28,30.5,31.09,0.59,0.5257,0.4743,-0.0538,-0.1462,,EV baixo,under,,0,1.07,0.852,neutral,over bloqueado,JUNGLE Vi +2.8 | ADC Ashe +2.29 | MID Aurora +2.09 | TOP Gnar +1.64 | SUP Nami -1.6
LCKCL,2026-04-24,Nongshim Esports Academy vs DN SOOPers Challengers,33,28.5,30.38,1.88,0.5822,0.4178,0.048,-0.248,,EV baixo,over,,0,1.4,0.834,neutral,over bloqueado,SUP Nautilus +2.8 | MID Annie +2.7 | ADC Jhin +1.53 | SUP Neeko +1.31 | JUNGLE Naafiri +1.01
LCKCL,2026-04-25,HANJIN BRION Challengers vs T1 Esports Academy,30,30.5,30.37,-0.13,0.4941,0.5059,-0.1107,-0.0893,,EV baixo,under,,0,0.11,0.892,neutral,over bloqueado,SUP Nami -1.65 | TOP Gnar +1.54 | TOP Rumble +1.34 | SUP Neeko +1.21 | JUNGLE Nocturne +1.15
LCKCL,2026-04-25,T1 Esports Academy vs HANJIN BRION Challengers,19,30.5,30.62,0.12,0.5053,0.4947,-0.0905,-0.1095,,EV baixo,under,,0,0.58,0.842,neutral,over bloqueado,ADC Jhin +1.48 | JUNGLE Lee Sin +0.87 | MID Cassiopeia +0.66 | SUP Rell -0.61 | MID Ryze +0.37
LCKCL,2026-04-26,BNK FEARX Youth vs T1 Esports Academy,28,29.5,30.11,0.61,0.5268,0.4732,-0.0517,-0.1483,,EV baixo,under,,0,0.5,0.894,neutral,over bloqueado,MID Ahri +2.24 | JUNGLE Nocturne +1.57 | TOP Sion +1.06 | ADC Ezreal +0.52 | TOP Jayce +0.36
LCKCL,2026-04-26,T1 Esports Academy vs BNK FEARX Youth,31,29.5,30.97,1.47,0.5649,0.4351,0.0169,-0.2169,,EV baixo,over,,0,1.72,0.869,neutral,over bloqueado,JUNGLE Vi +2.8 | SUP Nautilus +2.8 | MID Aurora +2.47 | TOP Ambessa +2.42 | SUP Neeko +1.74
LCKCL,2026-04-26,BNK FEARX Youth vs T1 Esports Academy,29,29.5,30.32,0.82,0.5363,0.4637,-0.0346,-0.1654,,EV baixo,under,,0,0.47,0.803,neutral,over bloqueado,TOP Gnar +2 | JUNGLE Skarner +1.52 | ADC Jhin +1.26 | TOP Varus +1.24 | SUP Poppy -1.22
LCKCL,2026-04-27,HANJIN BRION Challengers vs Hanwha Life Esports Challengers,21,28.5,29.5,1,0.5445,0.4555,-0.02,-0.18,,EV baixo,under,,0,1.32,0.871,neutral,over bloqueado,MID Annie +2.8 | ADC Ashe +2.57 | MID Aurora +2.38 | JUNGLE Jarvan IV +1.19 | SUP Seraphine +0.95
LCKCL,2026-04-27,HANJIN BRION Challengers vs Hanwha Life Esports Challengers,22,27.5,29.4,1.9,0.5836,0.4164,0.0506,-0.2506,over,EV + edge,under,false,-1,1.8,0.879,neutral,over bloqueado,JUNGLE Vi +2.8 | ADC Xayah +2.8 | SUP Nautilus +2.8 | TOP Gnar +2.31 | MID Ryze +1.01
LCKCL,2026-04-27,Nongshim Esports Academy vs Dplus KIA Challengers,26,26.5,28.53,2.03,0.5891,0.4109,0.0605,-0.2605,over,EV + edge,under,false,-1,1.68,0.859,neutral,over bloqueado,SUP Nautilus +2.8 | TOP Gnar +2.45 | JUNGLE Skarner +1.88 | TOP Sion +1.6 | ADC Jhin +1.57
LCKCL,2026-04-27,Nongshim Esports Academy vs Dplus KIA Challengers,30,27.5,29.43,1.93,0.5851,0.4149,0.0532,-0.2532,over,EV + edge,over,true,0.8,2.15,0.882,neutral,over bloqueado,JUNGLE Vi +2.8 | MID Aurora +2.75 | ADC Lucian +2.68 | TOP KSante +2.04 | JUNGLE Jarvan IV +1.77
LCKCL,2026-04-27,Gen.G Global Academy vs DN SOOPers Challengers,36,29.5,31.36,1.86,0.5821,0.4179,0.0479,-0.2479,,EV baixo,over,,0,1.95,0.869,neutral,over bloqueado,JUNGLE Vi +2.8 | TOP Ambessa +2.8 | SUP Nautilus +2.8 | MID Ahri +2.66 | TOP Rumble +2.36
LCKCL,2026-04-27,DN SOOPers Challengers vs Gen.G Global Academy,25,30.5,31.64,1.14,0.5509,0.4491,-0.0084,-0.1916,,EV baixo,under,,0,0.97,0.858,neutral,over bloqueado,MID Aurora +2.41 | ADC Lucian +2.36 | JUNGLE Jarvan IV +1.36 | MID Viktor +0.58 | ADC Yunara +0.47
LCKCL,2026-04-28,KRX Challengers vs BNK FEARX Youth,40,27.5,29.52,2.02,0.5894,0.4106,0.061,-0.261,over,EV + edge,over,true,0.8,1.72,0.879,neutral,over bloqueado,SUP Leona +2.8 | SUP Neeko +2.15 | JUNGLE Nocturne +1.98 | TOP Sion +1.39 | ADC Kaisa +1.32
LCKCL,2026-04-28,BNK FEARX Youth vs KRX Challengers,41,28.5,29.98,1.48,0.5657,0.4343,0.0182,-0.2182,,EV baixo,over,,0,1.54,0.897,neutral,over bloqueado,TOP Ambessa +2.39 | ADC Ashe +2.24 | MID Ahri +2.16 | TOP Gnar +1.74 | JUNGLE Jarvan IV +0.93
LCKCL,2026-04-28,T1 Esports Academy vs KT Rolster Challengers,39,30.5,30.69,0.19,0.5086,0.4914,-0.0845,-0.1155,,EV baixo,over,,0,0.3,0.882,neutral,over bloqueado,MID Akali +2.8 | SUP Neeko +1.29 | ADC Jhin +0.67 | SUP Bard -0.61 | JUNGLE Jarvan IV +0.56
LCKCL,2026-04-28,KT Rolster Challengers vs T1 Esports Academy,39,31.5,30.82,-0.68,0.4697,0.5303,-0.1545,-0.0455,,EV baixo,over,,0,-0.37,0.89,neutral,under bloqueado,ADC Ashe +1.75 | MID LeBlanc -1.43 | TOP Gnar +1.02 | SUP Lulu -0.76 | ADC Yunara -0.7
LCKCL,2026-04-28,T1 Esports Academy vs KT Rolster Challengers,32,32.5,31.91,-0.59,0.4737,0.5263,-0.1474,-0.0526,,EV baixo,under,,0,-0.12,0.829,neutral,under bloqueado,MID Yone -2.1 | MID Ahri +1.26 | SUP Milio -0.96 | ADC Lucian +0.87 | TOP Rumble +0.84
LCKCL,2026-04-30,KT Rolster Challengers vs DN SOOPers Challengers,24,31.5,31.44,-0.06,0.4973,0.5027,-0.1048,-0.0952,,EV baixo,under,,0,-0.27,0.887,neutral,under bloqueado,JUNGLE Vi +2.35 | SUP Nautilus +1.8 | SUP Rell -1.39 | MID Azir -1.06 | ADC Yunara -0.93
LCKCL,2026-04-30,KT Rolster Challengers vs DN SOOPers Challengers,36,31.5,31.43,-0.07,0.4968,0.5032,-0.1058,-0.0942,,EV baixo,over,,0,0.09,0.84,neutral,over bloqueado,TOP Gnar +1.13 | SUP Neeko +1.07 | MID LeBlanc -0.99 | ADC Jhin +0.64 | JUNGLE Skarner +0.63
LCKCL,2026-04-30,Gen.G Global Academy vs Dplus KIA Challengers,43,30.5,30.3,-0.2,0.491,0.509,-0.1161,-0.0839,,EV baixo,over,,0,-0.17,0.882,neutral,under bloqueado,SUP Leona +2.61 | MID Azir -1.03 | SUP Bard -0.97 | TOP Jayce -0.91 | MID LeBlanc -0.86
LCKCL,2026-04-30,Gen.G Global Academy vs Dplus KIA Challengers,30,32.5,31.4,-1.1,0.4507,0.5493,-0.1888,-0.0112,,EV baixo,under,,0,-0.69,0.856,neutral,under bloqueado,TOP Gwen -2.76 | MID Yone -2.26 | JUNGLE Trundle -2.09 | ADC Ashe +1.35 | SUP Nautilus +1.3
LCKCL,2026-04-30,Gen.G Global Academy vs Dplus KIA Challengers,26,31.5,32.05,0.55,0.5247,0.4753,-0.0556,-0.1444,,EV baixo,under,,0,0.3,0.858,neutral,over bloqueado,MID Annie +1.74 | ADC Yunara -1.26 | SUP Lulu -1.17 | MID Galio +0.85 | ADC Aphelios -0.67
LCKCL,2026-04-30,HANJIN BRION Challengers vs Nongshim Esports Academy,27,31.5,30.56,-0.94,0.4575,0.5425,-0.1765,-0.0235,,EV baixo,under,,0,-0.49,0.88,neutral,under bloqueado,SUP Nami -2.11 | ADC Corki -1.32 | TOP Vayne -0.98 | MID Aurora +0.94 | TOP Gnar +0.86
LCKCL,2026-04-30,HANJIN BRION Challengers vs Nongshim Esports Academy,36,30.5,31.46,0.96,0.5433,0.4567,-0.022,-0.178,,EV baixo,over,,0,0.66,0.866,neutral,over bloqueado,JUNGLE Vi +2.38 | MID Annie +1.81 | ADC Ashe +1.75 | SUP Rell -1.41 | JUNGLE Nocturne +0.81
LCKCL,2026-05-01,Hanwha Life Esports Challengers vs BNK FEARX Youth,33,31.5,31.45,-0.05,0.4978,0.5022,-0.104,-0.096,,EV baixo,over,,0,-0.48,0.886,neutral,under bloqueado,MID Akali +2.65 | ADC Yunara -1.07 | SUP Lulu -0.99 | SUP Milio -0.93 | ADC Lucian +0.85
LCKCL,2026-05-01,BNK FEARX Youth vs Hanwha Life Esports Challengers,31,32.5,33.05,0.55,0.5248,0.4752,-0.0554,-0.1446,,EV baixo,under,,0,0.9,0.886,neutral,over bloqueado,ADC Sivir +2.2 | JUNGLE Vi +2.18 | SUP Yuumi +0.92 | JUNGLE Xin Zhao -0.81 | MID Aurora +0.76
LCKCL,2026-05-01,BNK FEARX Youth vs Hanwha Life Esports Challengers,24,32.5,32.1,-0.4,0.4819,0.5181,-0.1326,-0.0674,,EV baixo,under,,0,0.05,0.845,neutral,over bloqueado,MID Yone -2.01 | TOP Ambessa +1.38 | MID Ahri +1.26 | SUP Bard -0.95 | ADC Jhin +0.68
LCKCL,2026-05-01,KRX Challengers vs T1 Esports Academy,27,31.5,31.31,-0.19,0.4914,0.5086,-0.1154,-0.0846,,EV baixo,under,,0,-0.53,0.869,neutral,under bloqueado,ADC Lucian +1.13 | TOP Skarner -1.09 | MID Ziggs -0.79 | SUP Bard -0.73 | MID Azir -0.6
LCKCL,2026-05-01,KRX Challengers vs T1 Esports Academy,45,31.5,32.05,0.55,0.525,0.475,-0.055,-0.145,,EV baixo,over,,0,0.87,0.89,neutral,over bloqueado,MID Akali +2.8 | MID Annie +2.09 | SUP Nami -1.75 | TOP Gnar +1.24 | JUNGLE Nocturne +1.15
LCKCL,2026-05-04,DN SOOPers Challengers vs Dplus KIA Challengers,25,31.5,30.63,-0.87,0.4608,0.5392,-0.1706,-0.0294,,EV baixo,under,,0,-0.45,0.887,neutral,under bloqueado,TOP Gwen -2.65 | ADC Yunara -1 | SUP Lulu -0.88 | JUNGLE Nocturne +0.79 | MID Orianna -0.72
LCKCL,2026-05-04,DN SOOPers Challengers vs Dplus KIA Challengers,28,30.5,30.41,-0.09,0.4958,0.5042,-0.1075,-0.0925,,EV baixo,under,,0,0.2,0.873,neutral,over bloqueado,SUP Leona +2.77 | MID Annie +2.23 | SUP Bard -0.99 | TOP Jayce -0.6 | ADC Jhin +0.57
LCKCL,2026-05-04,KT Rolster Challengers vs KRX Challengers,25,31.5,31.31,-0.19,0.4915,0.5085,-0.1152,-0.0848,,EV baixo,under,,0,0.22,0.891,neutral,over bloqueado,JUNGLE Vi +2.48 | MID Annie +2.19 | MID Anivia -1.09 | SUP Neeko +0.92 | ADC Yunara -0.63
LCKCL,2026-05-04,KRX Challengers vs KT Rolster Challengers,29,30.5,30.35,-0.15,0.4931,0.5069,-0.1124,-0.0876,,EV baixo,under,,0,0.21,0.823,neutral,over bloqueado,ADC Ashe +2.12 | JUNGLE Dr. Mundo -1.86 | TOP Gnar +1.45 | ADC Lucian +1.18 | SUP Seraphine +0.77
LCKCL,2026-05-04,Hanwha Life Esports Challengers vs T1 Esports Academy,23,30.5,29.9,-0.6,0.4728,0.5272,-0.149,-0.051,,EV baixo,under,,0,-0.21,0.881,neutral,under bloqueado,TOP Gwen -2.2 | ADC Lucian +1.17 | JUNGLE Jarvan IV +0.66 | SUP Bard -0.56 | TOP Sion +0.52
LCKCL,2026-05-04,T1 Esports Academy vs Hanwha Life Esports Challengers,34,29.5,31.55,2.05,0.5929,0.4071,0.0672,-0.2672,over,EV + edge,over,true,0.8,2.34,0.877,neutral,over bloqueado,JUNGLE Vi +2.8 | MID Akali +2.8 | MID Annie +2.43 | TOP Ambessa +2.13 | SUP Neeko +1.5
LCKCL,2026-05-05,Nongshim Esports Academy vs BNK FEARX Youth,26,29.5,30.56,1.06,0.5485,0.4515,-0.0127,-0.1873,,EV baixo,under,,0,0.94,0.885,neutral,over bloqueado,ADC Ashe +2.22 | MID Ahri +1.83 | MID Aurora +1.49 | ADC Lucian +1.12 | SUP Seraphine +0.89
LCKCL,2026-05-05,BNK FEARX Youth vs Nongshim Esports Academy,27,29.5,30.39,0.89,0.5405,0.4595,-0.0271,-0.1729,,EV baixo,under,,0,1.25,0.904,neutral,over bloqueado,JUNGLE Vi +2.8 | JUNGLE Nocturne +1.69 | SUP Neeko +1.56 | MID Taliyah +1.07 | ADC Ezreal +0.46
LCKCL,2026-05-05,Nongshim Esports Academy vs BNK FEARX Youth,34,28.5,29.35,0.85,0.539,0.461,-0.0298,-0.1702,,EV baixo,over,,0,0.41,0.813,neutral,over bloqueado,TOP Gnar +1.96 | ADC Jhin +1.32 | JUNGLE Skarner +1.32 | JUNGLE Lee Sin +0.62 | ADC Miss Fortune +0.61
LCKCL,2026-05-05,HANJIN BRION Challengers vs Gen.G Global Academy,34,29.5,30.74,1.24,0.5567,0.4433,0.0021,-0.2021,,EV baixo,over,,0,1.13,0.905,neutral,over bloqueado,TOP Ambessa +2.13 | JUNGLE Nocturne +1.54 | MID Aurora +1.49 | TOP KSante +1.34 | ADC Lucian +1.1
LCKCL,2026-05-05,HANJIN BRION Challengers vs Gen.G Global Academy,38,30.5,30.56,0.06,0.5027,0.4973,-0.0951,-0.1049,,EV baixo,over,,0,0.54,0.877,neutral,over bloqueado,ADC Ashe +2.03 | TOP Gnar +1.63 | MID Mel -1.02 | MID Taliyah +0.77 | SUP Seraphine +0.73
LCKCL,2026-05-07,Gen.G Global Academy vs BNK FEARX Youth,33,31.5,31.62,0.12,0.5054,0.4946,-0.0903,-0.1097,,EV baixo,over,,0,0.44,0.9,neutral,over bloqueado,MID Annie +2.04 | JUNGLE Nocturne +1.1 | MID Aurora +1.07 | SUP Milio -0.97 | TOP KSante +0.88
LCKCL,2026-05-07,Gen.G Global Academy vs BNK FEARX Youth,51,31.5,32.14,0.64,0.5298,0.4702,-0.0464,-0.1536,,EV baixo,over,,0,1,0.86,neutral,over bloqueado,JUNGLE Vi +2.28 | SUP Nautilus +1.93 | MID Yone -1.89 | ADC Ashe +1.8 | TOP Gnar +1.31
LCKCL,2026-05-07,Gen.G Global Academy vs BNK FEARX Youth,30,33.5,32.22,-1.28,0.4416,0.5584,-0.2052,0.0052,,EV baixo,under,,0,-1.18,0.865,neutral,under bloqueado,JUNGLE Trundle -2.1 | SUP Bard -1.52 | MID Azir -1.4 | MID Orianna -1.25 | TOP Renekton -1.23
LCKCL,2026-05-07,T1 Esports Academy vs Nongshim Esports Academy,25,32.5,30.72,-1.78,0.4186,0.5814,-0.2465,0.0465,,EV baixo,under,,0,-1.36,0.897,neutral,under bloqueado,SUP Bard -1.42 | TOP Jayce -1.23 | MID Ryze -0.96 | JUNGLE Xin Zhao -0.96 | MID Twisted Fate -0.96
LCKCL,2026-05-07,Nongshim Esports Academy vs T1 Esports Academy,53,30.5,32.08,1.58,0.5723,0.4277,0.0301,-0.2301,,EV baixo,over,,0,1.16,0.877,neutral,over bloqueado,JUNGLE Vi +2.19 | ADC Ashe +1.86 | MID Annie +1.7 | TOP Ambessa +1.29 | SUP Milio -1.28
LCKCL,2026-05-07,Hanwha Life Esports Challengers vs KRX Challengers,23,30.5,30.03,-0.47,0.4786,0.5214,-0.1385,-0.0615,,EV baixo,under,,0,-0.96,0.889,neutral,under bloqueado,SUP Bard -2.13 | MID Azir -1.89 | MID Orianna -1.7 | ADC Ezreal -1.56 | TOP Gnar +0.48
LCKCL,2026-05-07,Hanwha Life Esports Challengers vs KRX Challengers,21,29.5,30.2,0.7,0.5319,0.4681,-0.0425,-0.1575,,EV baixo,under,,0,0.3,0.887,neutral,over bloqueado,JUNGLE Vi +2.02 | ADC Ashe +1.81 | TOP Renekton -1.23 | MID Mel -1.21 | JUNGLE Xin Zhao -1.19
LCKCL,2026-05-08,KT Rolster Challengers vs Dplus KIA Challengers,24,30.5,30.13,-0.37,0.4833,0.5167,-0.1301,-0.0699,,EV baixo,under,,0,-0.14,0.893,neutral,under bloqueado,JUNGLE Vi +2.31 | ADC Ashe +2.01 | SUP Bard -1.26 | TOP Vayne -0.97 | MID Orianna -0.88
LCKCL,2026-05-08,KT Rolster Challengers vs Dplus KIA Challengers,40,29.5,30.37,0.87,0.5396,0.4604,-0.0288,-0.1712,,EV baixo,over,,0,0.58,0.893,neutral,over bloqueado,MID Akali +2.8 | SUP Nautilus +2.28 | JUNGLE Skarner +1.2 | ADC Lucian +0.88 | SUP Milio -0.61
LCKCL,2026-05-08,HANJIN BRION Challengers vs DN SOOPers Challengers,19,30.5,30.83,0.33,0.5149,0.4851,-0.0731,-0.1269,,EV baixo,under,,0,0,0.908,neutral,over bloqueado,ADC Ashe +1.77 | TOP Gnar +1.3 | SUP Lulu -0.94 | JUNGLE Xin Zhao -0.9 | ADC Yunara -0.9
LCKCL,2026-05-08,HANJIN BRION Challengers vs DN SOOPers Challengers,22,29.5,29.26,-0.24,0.4893,0.5107,-0.1192,-0.0808,,EV baixo,under,,0,-0.13,0.846,neutral,under bloqueado,TOP Anivia +1.19 | SUP Rell -0.97 | TOP Irelia +0.94 | SUP Bard -0.87 | JUNGLE Maokai -0.63
LCKCL,2026-05-08,HANJIN BRION Challengers vs DN SOOPers Challengers,25,28.5,30.21,1.71,0.5772,0.4228,0.0389,-0.2389,,EV baixo,under,,0,1.84,0.889,neutral,over bloqueado,JUNGLE Vi +2.8 | MID Akali +2.8 | MID Annie +2.79 | TOP Ambessa +2.41 | SUP Neeko +1.3
LCKCL,2026-05-11,Nongshim Esports Academy vs KRX Challengers,27,28.5,29.7,1.2,0.5541,0.4459,-0.0026,-0.1974,,EV baixo,under,,0,0.7,0.918,neutral,over bloqueado,JUNGLE Vi +2.8 | SUP Neeko +1.44 | JUNGLE Pantheon +0.62 | TOP Sion +0.53 | MID Ryze +0.52
LCKCL,2026-05-11,KRX Challengers vs Nongshim Esports Academy,33,28.5,30.71,2.21,0.5995,0.4005,0.079,-0.279,over,EV + edge,over,true,0.8,2.22,0.866,neutral,over bloqueado,MID Annie +2.8 | SUP Nautilus +2.8 | ADC Ashe +2.64 | TOP Gnar +2.4 | SUP Seraphine +1.49
LCKCL,2026-05-11,Nongshim Esports Academy vs KRX Challengers,25,28.5,28.9,0.4,0.5184,0.4816,-0.0669,-0.1331,,EV baixo,under,,0,0.17,0.831,neutral,over bloqueado,ADC Lucian +1.68 | MID Aurora +1.64 | JUNGLE Trundle -1.17 | JUNGLE Maokai -0.95 | SUP Nami -0.81
LCKCL,2026-05-11,Gen.G Global Academy vs T1 Esports Academy,30,29.5,32,2.5,0.6124,0.3876,0.1023,-0.3023,over,EV + edge,over,true,0.8,2.3,0.897,neutral,over bloqueado,SUP Nautilus +2.8 | MID Annie +2.8 | ADC Ashe +2.68 | TOP Gnar +2.46 | ADC Mel +1.9
LCKCL,2026-05-11,T1 Esports Academy vs Gen.G Global Academy,31,29.5,30.3,0.8,0.5364,0.4636,-0.0344,-0.1656,,EV baixo,over,,0,1.01,0.912,neutral,over bloqueado,MID Ahri +2.09 | JUNGLE Nocturne +1.55 | SUP Neeko +1.54 | TOP KSante +1.41 | JUNGLE Jarvan IV +1.31
LCKCL,2026-05-11,DN SOOPers Challengers vs BNK FEARX Youth,20,27.5,28.39,0.89,0.5406,0.4594,-0.0269,-0.1731,,EV baixo,under,,0,0.54,0.919,neutral,over bloqueado,MID Ahri +2 | JUNGLE Nocturne +1.47 | TOP KSante +1.33 | JUNGLE Xin Zhao +0.28 | SUP Bard -0.27
LCKCL,2026-05-11,DN SOOPers Challengers vs BNK FEARX Youth,43,26.5,28.02,1.52,0.569,0.431,0.0243,-0.2243,,EV baixo,over,,0,1.42,0.868,neutral,over bloqueado,SUP Nautilus +2.8 | JUNGLE Skarner +2.41 | ADC Lucian +2.1 | MID Aurora +2.03 | TOP Gwen -1.64
LCKCL,2026-05-12,KT Rolster Challengers vs Hanwha Life Esports Challengers,42,27.5,29.3,1.8,0.5818,0.4182,0.0473,-0.2473,,EV baixo,over,,0,1.33,0.905,neutral,over bloqueado,ADC Sivir +2.8 | TOP Ambessa +2.45 | MID Aurora +1.65 | TOP Rumble +1.49 | SUP Neeko +1.29
LCKCL,2026-05-12,KT Rolster Challengers vs Hanwha Life Esports Challengers,27,28.5,29.6,1.1,0.55,0.45,-0.01,-0.19,,EV baixo,under,,0,0.95,0.903,neutral,over bloqueado,ADC Xayah +2.8 | SUP Nautilus +2.58 | JUNGLE Skarner +1.79 | TOP Gnar +1.64 | TOP Kennen +1.51
LCKCL,2026-05-12,Dplus KIA Challengers vs HANJIN BRION Challengers,15,27.5,27.77,0.27,0.5123,0.4877,-0.0779,-0.1221,,EV baixo,under,,0,0.49,0.896,neutral,over bloqueado,MID Annie +2.41 | MID Aurora +1.46 | ADC Lucian +1.42 | JUNGLE Jarvan IV +0.8 | SUP Bard -0.79
LCKCL,2026-05-12,HANJIN BRION Challengers vs Dplus KIA Challengers,23,26.5,28.08,1.58,0.5713,0.4287,0.0283,-0.2283,,EV baixo,under,,0,1.9,0.913,neutral,over bloqueado,JUNGLE Vi +2.8 | ADC Ashe +2.69 | TOP Gnar +2.41 | SUP Seraphine +1.62 | MID Taliyah +1.44
LCKCL,2026-05-14,KT Rolster Challengers vs HANJIN BRION Challengers,30,26.5,28.31,1.81,0.5816,0.4184,0.0469,-0.2469,,EV baixo,over,,0,1.62,0.917,neutral,over bloqueado,MID Akali +2.8 | TOP Gnar +2.58 | SUP Neeko +1.99 | JUNGLE Jarvan IV +1.55 | JUNGLE Xin Zhao +0.51
LCKCL,2026-05-14,HANJIN BRION Challengers vs KT Rolster Challengers,23,26.5,28.98,2.48,0.6115,0.3885,0.1006,-0.3006,over,EV + edge,under,false,-1,2.16,0.887,neutral,over bloqueado,JUNGLE Vi +2.8 | TOP Ambessa +2.8 | JUNGLE Skarner +2.48 | MID Aurora +2.05 | TOP Aatrox +1.78
LCKCL,2026-05-14,HANJIN BRION Challengers vs KT Rolster Challengers,26,26.5,26.46,-0.04,0.4981,0.5019,-0.1035,-0.0965,,EV baixo,under,,0,0.37,0.884,neutral,over bloqueado,TOP KSante +1.8 | JUNGLE Wukong +1.64 | ADC Jhin +1.48 | JUNGLE Pantheon +1.3 | TOP Gwen -1.04
LCKCL,2026-05-14,Dplus KIA Challengers vs BNK FEARX Youth,30,26.5,28.09,1.59,0.5722,0.4278,0.03,-0.23,,EV baixo,over,,0,1.42,0.907,neutral,over bloqueado,ADC Ashe +2.8 | MID Ahri +2.34 | SUP Seraphine +2.01 | JUNGLE Nocturne +1.94 | TOP KSante +1.84
LCKCL,2026-05-14,BNK FEARX Youth vs Dplus KIA Challengers,17,27.5,29.61,2.11,0.5953,0.4047,0.0716,-0.2716,over,EV + edge,under,false,-1,2.29,0.907,neutral,over bloqueado,JUNGLE Vi +2.8 | TOP Gnar +2.78 | MID Aurora +2.2 | ADC Lucian +2.19 | JUNGLE Wukong +1.6
LCKCL,2026-05-14,Dplus KIA Challengers vs BNK FEARX Youth,25,25.5,26.93,1.43,0.565,0.435,0.017,-0.217,,EV baixo,under,,0,1.08,0.825,neutral,over bloqueado,MID Annie +2.8 | ADC Sivir +2.8 | SUP Yuumi +1.93 | JUNGLE Naafiri +1.81 | TOP Renekton +1.13
