league,date,game,actual,line,postPrediction,edge,overProbability,underProbability,evOver,evUnder,decisionSide,decisionReason,actualSide,correct,profit,draftDelta,draftConfidence,draftSignal,draftSignalReason,topPickEffects
LCK,2026-04-10,DN SOOPers vs T1,35,28.5,28.63,0.13,0.5063,0.4937,-0.0887,-0.1113,,EV baixo,over,,0,-0.13,0.55,neutral,confiança baixa,ADC Ezreal -1.5 | MID Orianna -1.47 | JUNGLE Lee Sin +1.43 | SUP Bard -1.11 | MID Azir +0.58
LCK,2026-04-10,T1 vs DN SOOPers,19,29.5,28.99,-0.51,0.4756,0.5244,-0.144,-0.056,,EV baixo,under,,0,-0.21,0.537,neutral,confiança baixa,MID Aurora +1.82 | JUNGLE Xin Zhao -1.8 | JUNGLE Pantheon -1.22 | ADC Lucian -0.97 | SUP Lulu -0.74
LCK,2026-04-10,BNK FearX vs Hanwha Life Esports,29,28.5,27.9,-0.6,0.4714,0.5286,-0.1515,-0.0485,,EV baixo,over,,0,-0.65,0.573,neutral,under bloqueado,JUNGLE Xin Zhao -1.99 | ADC Ashe -1.51 | JUNGLE Jarvan IV -1.25 | MID Ryze -1.19 | TOP Jayce -1.06
LCK,2026-04-10,Hanwha Life Esports vs BNK FearX,33,28.5,28.68,0.18,0.5085,0.4915,-0.0847,-0.1153,,EV baixo,over,,0,-0.27,0.524,neutral,confiança baixa,TOP Kennen -1.49 | ADC Ezreal -1.03 | ADC Jhin -0.8 | SUP Bard -0.65 | JUNGLE Ambessa -0.15
LCK,2026-04-10,BNK FearX vs Hanwha Life Esports,33,29.5,28.95,-0.55,0.4739,0.5261,-0.147,-0.053,,EV baixo,over,,0,-0.05,0.296,neutral,confiança baixa,JUNGLE Vi +1.88 | ADC Lucian -1.69 | MID Mel -1.02 | SUP Milio -0.93 | MID Ahri +0.89
LCK,2026-04-11,Kiwoom DRX vs Nongshim RedForce,35,31.5,30.71,-0.79,0.4625,0.5375,-0.1676,-0.0324,,EV baixo,over,,0,-0.5,0.65,neutral,under bloqueado,JUNGLE Vi +1.89 | JUNGLE Jarvan IV -1.36 | MID Ryze -1.29 | TOP Jayce -1.18 | MID Orianna -1.03
LCK,2026-04-11,Kiwoom DRX vs Nongshim RedForce,21,31.5,32.09,0.59,0.528,0.472,-0.0496,-0.1504,,EV baixo,under,,0,0.19,0.587,neutral,delta fraco,SUP Nautilus +1.72 | JUNGLE Pantheon -1.59 | SUP Alistar +1.47 | MID Aurora +1.03 | TOP Ambessa +1
LCK,2026-04-11,Dplus KIA vs Gen.G,19,29.5,29.52,0.02,0.5009,0.4991,-0.0984,-0.1016,,EV baixo,under,,0,-0.38,0.655,neutral,under bloqueado,JUNGLE Pantheon -1.73 | JUNGLE Jarvan IV -1.02 | MID Ryze -0.93 | ADC Caitlyn +0.77 | ADC Ezreal -0.64
LCK,2026-04-11,Gen.G vs Dplus KIA,23,29.5,29.44,-0.06,0.497,0.503,-0.1054,-0.0946,,EV baixo,under,,0,0.27,0.561,neutral,delta fraco,JUNGLE Xin Zhao -1.73 | SUP Seraphine -1.48 | ADC Kalista +1.36 | SUP Renata Glasc +1.36 | JUNGLE Wukong +0.91
LCK,2026-04-12,BNK FearX vs DN SOOPers,32,29.5,29.83,0.33,0.5157,0.4843,-0.0718,-0.1282,,EV baixo,over,,0,0.11,0.606,neutral,delta fraco,JUNGLE Vi +2.37 | JUNGLE Jarvan IV -0.92 | MID Ryze -0.91 | ADC Ezreal -0.65 | SUP Neeko +0.61
LCK,2026-04-12,BNK FearX vs DN SOOPers,23,30.5,30.46,-0.04,0.498,0.502,-0.1035,-0.0965,,EV baixo,under,,0,0.03,0.565,neutral,delta fraco,JUNGLE Lee Sin +1.91 | JUNGLE Xin Zhao -1.82 | SUP Seraphine -1.64 | ADC Ashe -1.29 | MID Azir +1.22
LCK,2026-04-12,KT Rolster vs HANJIN BRION,17,30.5,29.13,-1.37,0.4351,0.5649,-0.2169,0.0169,,EV baixo,under,,0,-0.96,0.689,neutral,under bloqueado,JUNGLE Xin Zhao -1.85 | SUP Seraphine -1.76 | ADC Ashe -1.45 | JUNGLE Jarvan IV -0.71 | MID Mel -0.5
LCK,2026-04-12,KT Rolster vs HANJIN BRION,22,27.5,28.42,0.92,0.5439,0.4561,-0.0209,-0.1791,,EV baixo,under,,0,0.51,0.624,over,edge valido,JUNGLE Vi +2.62 | MID Ahri +1.3 | SUP Neeko +1.01 | JUNGLE Wukong +0.78 | ADC Caitlyn +0.74
LCK,2026-04-15,BNK FearX vs Nongshim RedForce,32,28.5,28.26,-0.24,0.4885,0.5115,-0.1206,-0.0794,,EV baixo,over,,0,-0.31,0.699,neutral,under bloqueado,JUNGLE Xin Zhao -1.86 | MID Azir +1.4 | JUNGLE Pantheon -1.24 | SUP Neeko +0.84 | SUP Lulu -0.73
LCK,2026-04-15,BNK FearX vs Nongshim RedForce,38,28.5,28.41,-0.09,0.4959,0.5041,-0.1074,-0.0926,,EV baixo,over,,0,0.21,0.64,neutral,delta fraco,JUNGLE Lee Sin +1.64 | ADC Kalista +1.05 | SUP Renata Glasc +1.05 | JUNGLE Jarvan IV -0.7 | MID Anivia -0.61
LCK,2026-04-15,Dplus KIA vs KT Rolster,19,27.5,27.25,-0.25,0.4881,0.5119,-0.1215,-0.0785,,EV baixo,under,,0,-0.01,0.655,neutral,under bloqueado,SUP Nautilus +1.6 | ADC Kaisa +0.77 | JUNGLE Jarvan IV -0.64 | SUP Karma -0.63 | ADC Ezreal -0.6
LCK,2026-04-15,KT Rolster vs Dplus KIA,48,26.5,25.76,-0.74,0.4648,0.5352,-0.1633,-0.0367,,EV baixo,over,,0,-0.45,0.627,neutral,under bloqueado,JUNGLE Lee Sin +2.02 | SUP Seraphine -1.94 | JUNGLE Xin Zhao -1.76 | ADC Ashe -1.69 | TOP Yorick -0.81
LCK,2026-04-15,KT Rolster vs Dplus KIA,30,28.5,28.36,-0.14,0.4934,0.5066,-0.1118,-0.0882,,EV baixo,over,,0,-0.06,0.405,neutral,confiança baixa,SUP Lulu -0.94 | ADC Yunara -0.88 | MID Ahri +0.55 | JUNGLE Trundle +0.45 | JUNGLE Ambessa +0.23
LCK,2026-04-16,HANJIN BRION vs Gen.G,25,27.5,27.56,0.06,0.503,0.497,-0.0945,-0.1055,,EV baixo,under,,0,-0.11,0.704,neutral,under bloqueado,JUNGLE Xin Zhao -1.44 | JUNGLE Jarvan IV -1.18 | ADC Ezreal -1.17 | MID Azir +0.98 | TOP Sion +0.89
LCK,2026-04-16,Gen.G vs HANJIN BRION,31,26.5,26.73,0.23,0.5109,0.4891,-0.0803,-0.1197,,EV baixo,over,,0,-0.19,0.671,neutral,under bloqueado,JUNGLE Pantheon -1.47 | JUNGLE Nocturne +1.15 | SUP Alistar +1.14 | SUP Lulu -0.81 | ADC Yunara -0.76
LCK,2026-04-16,DN SOOPers vs Hanwha Life Esports,28,27.5,28.1,0.6,0.5288,0.4712,-0.0482,-0.1518,,EV baixo,over,,0,0.33,0.643,neutral,delta fraco,JUNGLE Vi +1.85 | ADC Varus +1.72 | JUNGLE Xin Zhao -1.47 | TOP Anivia +0.72 | SUP Bard -0.62
LCK,2026-04-16,Hanwha Life Esports vs DN SOOPers,35,27.5,26.96,-0.54,0.4741,0.5259,-0.1466,-0.0534,,EV baixo,over,,0,-0.46,0.643,neutral,under bloqueado,JUNGLE Pantheon -1.34 | SUP Seraphine -1.29 | JUNGLE Jarvan IV -1.18 | ADC Ashe -0.96 | MID Azir +0.86
LCK,2026-04-17,BNK FearX vs Kiwoom DRX,21,28.5,28.4,-0.1,0.4952,0.5048,-0.1087,-0.0913,,EV baixo,under,,0,-0.1,0.745,neutral,under bloqueado,JUNGLE Vi +1.6 | JUNGLE Xin Zhao -1.56 | ADC Ezreal -1.31 | MID Azir +0.91 | ADC Yunara -0.79
LCK,2026-04-17,BNK FearX vs Kiwoom DRX,29,28.5,28.09,-0.41,0.4805,0.5195,-0.135,-0.065,,EV baixo,over,,0,-0.21,0.612,neutral,under bloqueado,ADC Kalista +1.42 | SUP Karma -1.29 | MID Mel -1.25 | JUNGLE Pantheon -1.04 | MID Annie +0.25
LCK,2026-04-17,T1 vs Dplus KIA,19,28.5,27.97,-0.53,0.4746,0.5254,-0.1458,-0.0542,,EV baixo,under,,0,-0.51,0.709,neutral,under bloqueado,JUNGLE Xin Zhao -1.59 | ADC Ezreal -1.33 | SUP Karma -1.2 | JUNGLE Pantheon -1 | TOP Ambessa +0.74
LCK,2026-04-17,Dplus KIA vs T1,19,27.5,27.86,0.36,0.5171,0.4829,-0.0692,-0.1308,,EV baixo,under,,0,0.31,0.64,neutral,delta fraco,JUNGLE Vi +1.44 | JUNGLE Nocturne +1.38 | MID Azir +0.94 | SUP Lulu -0.44 | TOP KSante -0.38
LCK,2026-04-17,T1 vs Dplus KIA,44,26.5,27.31,0.81,0.5386,0.4614,-0.0306,-0.1694,,EV baixo,over,,0,0.38,0.638,neutral,delta fraco,JUNGLE Lee Sin +2.75 | SUP Pyke +1.15 | ADC Mel +0.96 | MID Annie +0.66 | TOP Vayne -0.54
LCK,2026-04-18,Gen.G vs Hanwha Life Esports,32,29.5,28.77,-0.73,0.4653,0.5347,-0.1624,-0.0376,,EV baixo,over,,0,-0.45,0.725,neutral,under bloqueado,JUNGLE Xin Zhao -1.77 | SUP Bard -0.75 | MID Aurora +0.75 | TOP Jayce -0.57 | JUNGLE Jarvan IV -0.4
LCK,2026-04-18,Hanwha Life Esports vs Gen.G,36,29.5,29.5,0,0.4999,0.5001,-0.1003,-0.0997,,EV baixo,over,,0,-0.49,0.667,neutral,under bloqueado,JUNGLE Pantheon -1.3 | SUP Lulu -1.02 | TOP Rumble -1 | SUP Seraphine -0.94 | ADC Yunara -0.85
LCK,2026-04-18,DN SOOPers vs KT Rolster,13,30.5,30.1,-0.4,0.481,0.519,-0.1341,-0.0659,,EV baixo,under,,0,-0.45,0.742,neutral,under bloqueado,ADC Ezreal -1.74 | SUP Karma -1.73 | JUNGLE Pantheon -1.19 | SUP Seraphine -0.75 | MID Annie +0.64
LCK,2026-04-18,KT Rolster vs DN SOOPers,24,28.5,28.43,-0.07,0.4965,0.5035,-0.1062,-0.0938,,EV baixo,under,,0,0.02,0.724,neutral,delta fraco,JUNGLE Vi +1.23 | MID Orianna -0.88 | JUNGLE Nocturne +0.87 | TOP KSante -0.8 | TOP Zaahen +0.69
LCK,2026-04-19,HANJIN BRION vs Nongshim RedForce,34,29.5,28.78,-0.72,0.4658,0.5342,-0.1615,-0.0385,,EV baixo,over,,0,-0.29,0.747,neutral,under bloqueado,ADC Ezreal -1.7 | JUNGLE Xin Zhao -1.42 | MID Aurora +1 | TOP Sion +0.82 | JUNGLE Nocturne +0.72
LCK,2026-04-19,Nongshim RedForce vs HANJIN BRION,26,28.5,28.56,0.06,0.5027,0.4973,-0.0951,-0.1049,,EV baixo,under,,0,-0.24,0.709,neutral,under bloqueado,JUNGLE Lee Sin +2.8 | SUP Karma -2.21 | TOP KSante -0.95 | MID Ryze -0.82 | JUNGLE Poppy -0.74
LCK,2026-04-19,HANJIN BRION vs Nongshim RedForce,32,28.5,28.75,0.25,0.5117,0.4883,-0.0789,-0.1211,,EV baixo,over,,0,0.19,0.624,neutral,delta fraco,ADC Ziggs +1.71 | JUNGLE Vi +1.06 | SUP Seraphine -1 | SUP Leona -0.85 | TOP Ambessa +0.76
LCK,2026-04-19,T1 vs Kiwoom DRX,29,27.5,27.31,-0.19,0.491,0.509,-0.1162,-0.0838,,EV baixo,over,,0,-0.59,0.722,neutral,under bloqueado,ADC Ezreal -1.64 | JUNGLE Xin Zhao -1.36 | TOP KSante -1.04 | MID Ryze -0.89 | JUNGLE Jarvan IV -0.6
LCK,2026-04-19,T1 vs Kiwoom DRX,28,27.5,27.44,-0.06,0.497,0.503,-0.1053,-0.0947,,EV baixo,over,,0,-0.34,0.741,neutral,under bloqueado,JUNGLE Pantheon -1.34 | JUNGLE Vi +1.06 | MID Orianna -1.05 | SUP Seraphine -0.91 | TOP Renekton -0.8
LCK,2026-04-22,Kiwoom DRX vs KT Rolster,41,27.5,27.62,0.12,0.5058,0.4942,-0.0896,-0.1104,,EV baixo,over,,0,-0.29,0.75,neutral,under bloqueado,ADC Ezreal -1.57 | JUNGLE Xin Zhao -1.3 | JUNGLE Pantheon -1.3 | MID Aurora +1.07 | TOP Sion +0.95
LCK,2026-04-22,Kiwoom DRX vs KT Rolster,26,28.5,28.81,0.31,0.5146,0.4854,-0.0737,-0.1263,,EV baixo,under,,0,-0.14,0.701,neutral,under bloqueado,MID Orianna -1.24 | SUP Seraphine -1.09 | SUP Nautilus +0.9 | ADC Ashe -0.81 | JUNGLE Nocturne +0.6
LCK,2026-04-22,Hanwha Life Esports vs Nongshim RedForce,21,29.5,29.4,-0.1,0.4953,0.5047,-0.1084,-0.0916,,EV baixo,under,,0,-0.45,0.752,neutral,under bloqueado,SUP Karma -2.4 | MID Aurora +1.37 | JUNGLE Pantheon -1.08 | MID Ryze -1.02 | ADC Miss Fortune -0.86
LCK,2026-04-22,Hanwha Life Esports vs Nongshim RedForce,37,28.5,28.92,0.42,0.5202,0.4798,-0.0636,-0.1364,,EV baixo,over,,0,-0.04,0.689,neutral,under bloqueado,ADC Sivir +1.19 | JUNGLE Xin Zhao -0.94 | JUNGLE Poppy -0.91 | SUP Bard -0.74 | TOP Anivia +0.62
LCK,2026-04-22,Nongshim RedForce vs Hanwha Life Esports,35,30.5,30.18,-0.32,0.4849,0.5151,-0.1272,-0.0728,,EV baixo,over,,0,0.08,0.679,neutral,delta fraco,ADC Xayah +0.69 | TOP Ambessa +0.65 | SUP Lulu -0.63 | ADC Yunara -0.58 | MID Ahri +0.54
LCK,2026-04-23,HANJIN BRION vs Dplus KIA,23,29.5,30.25,0.75,0.5356,0.4644,-0.036,-0.164,,EV baixo,under,,0,0.31,0.751,neutral,delta fraco,JUNGLE Lee Sin +2.76 | ADC Ezreal -1.48 | JUNGLE Pantheon -1.4 | TOP Anivia +0.98 | MID Aurora +0.88
LCK,2026-04-23,Dplus KIA vs HANJIN BRION,27,28.5,28.5,0,0.5,0.5,-0.1,-0.1,,EV baixo,under,,0,-0.1,0.688,neutral,under bloqueado,JUNGLE Jarvan IV -0.94 | MID Ahri +0.8 | MID Yone +0.59 | SUP Lulu -0.42 | ADC Yunara -0.41
LCK,2026-04-23,DN SOOPers vs Gen.G,28,28.5,28.48,-0.02,0.4992,0.5008,-0.1015,-0.0985,,EV baixo,under,,0,-0.12,0.775,neutral,under bloqueado,ADC Ziggs +1.67 | SUP Seraphine -1.06 | JUNGLE Jarvan IV -0.92 | TOP Renekton -0.87 | JUNGLE Xin Zhao -0.82
LCK,2026-04-23,Gen.G vs DN SOOPers,22,28.5,27.91,-0.59,0.472,0.528,-0.1505,-0.0495,,EV baixo,under,,0,-0.1,0.635,neutral,under bloqueado,ADC Lucian -1.16 | MID Annie +0.45 | SUP Milio -0.45 | SUP Lulu -0.42 | ADC Yunara -0.39
LCK,2026-04-24,BNK FearX vs KT Rolster,36,28.5,27.94,-0.56,0.4731,0.5269,-0.1485,-0.0515,,EV baixo,over,,0,-0.75,0.75,neutral,under bloqueado,SUP Karma -2.55 | MID Ryze -1.05 | TOP KSante -0.97 | TOP Renekton -0.74 | ADC Caitlyn -0.68
LCK,2026-04-24,BNK FearX vs KT Rolster,38,29.5,30.09,0.59,0.5283,0.4717,-0.0491,-0.1509,,EV baixo,over,,0,0.66,0.751,over,edge valido,JUNGLE Lee Sin +2.65 | MID Hwei +1.82 | TOP Sion +1.48 | ADC Ezreal -1.45 | ADC Sivir +1.45
LCK,2026-04-24,Kiwoom DRX vs Hanwha Life Esports,32,30.5,29.15,-1.35,0.4359,0.5641,-0.2154,0.0154,,EV baixo,over,,0,-0.86,0.79,neutral,under bloqueado,JUNGLE Pantheon -1.54 | MID Ryze -1.15 | JUNGLE Xin Zhao -0.8 | ADC Yunara -0.73 | SUP Bard -0.71
LCK,2026-04-24,Hanwha Life Esports vs Kiwoom DRX,23,30.5,30.08,-0.42,0.48,0.52,-0.136,-0.064,,EV baixo,under,,0,-0.46,0.677,neutral,under bloqueado,SUP Karma -2.43 | ADC Miss Fortune -1.53 | MID Mel -1.33 | TOP Ambessa +0.7 | ADC Jhin -0.56
LCK,2026-04-25,HANJIN BRION vs T1,45,28.5,28.4,-0.1,0.4952,0.5048,-0.1086,-0.0914,,EV baixo,over,,0,-0.27,0.761,neutral,under bloqueado,ADC Ezreal -1.31 | TOP Renekton -0.66 | JUNGLE Nocturne +0.64 | JUNGLE Xin Zhao -0.63 | ADC Jhin -0.63
LCK,2026-04-25,T1 vs HANJIN BRION,37,30.5,29.94,-0.56,0.4735,0.5265,-0.1477,-0.0523,,EV baixo,over,,0,-0.2,0.691,neutral,under bloqueado,ADC Miss Fortune -1.94 | TOP Sion +1.51 | JUNGLE Jarvan IV -1.1 | ADC Caitlyn -0.79 | SUP Leona -0.71
LCK,2026-04-25,Dplus KIA vs DN SOOPers,21,29.5,29.7,0.2,0.5095,0.4905,-0.083,-0.117,,EV baixo,under,,0,-0.25,0.688,neutral,under bloqueado,SUP Karma -2.69 | JUNGLE Lee Sin +2.53 | JUNGLE Pantheon -1.82 | MID Orianna -1.64 | ADC Sivir +1.52
LCK,2026-04-25,Dplus KIA vs DN SOOPers,27,28.5,28.03,-0.47,0.4776,0.5224,-0.1404,-0.0596,,EV baixo,under,,0,-0.52,0.779,neutral,under bloqueado,ADC Ezreal -1.2 | TOP KSante -1.15 | SUP Lulu -1.03 | ADC Yunara -0.86 | JUNGLE Xin Zhao -0.54
LCK,2026-04-26,BNK FearX vs T1,28,30.5,29.99,-0.51,0.4757,0.5243,-0.1437,-0.0563,,EV baixo,under,,0,-0.21,0.782,neutral,under bloqueado,MID Orianna -1.71 | ADC Ezreal -1.16 | SUP Alistar +1.09 | JUNGLE Nocturne +0.95 | TOP Yorick -0.53
LCK,2026-04-26,BNK FearX vs T1,52,30.5,30.12,-0.38,0.4818,0.5182,-0.1328,-0.0672,,EV baixo,over,,0,-0.31,0.74,neutral,under bloqueado,TOP KSante -1.09 | SUP Lulu -0.97 | SUP Lux -0.9 | JUNGLE Vi +0.87 | ADC Yunara -0.8
LCK,2026-04-26,Nongshim RedForce vs Gen.G,32,30.5,30.42,-0.08,0.496,0.504,-0.1072,-0.0928,,EV baixo,over,,0,-0.38,0.816,neutral,under bloqueado,TOP Sion +1.45 | JUNGLE Jarvan IV -1.26 | SUP Bard -1.15 | TOP Jayce -0.84 | ADC Jhin -0.82
LCK,2026-04-26,Nongshim RedForce vs Gen.G,22,31.5,30.66,-0.84,0.4601,0.5399,-0.1718,-0.0282,,EV baixo,under,,0,-0.71,0.722,neutral,under bloqueado,SUP Karma -2.8 | MID Mel -1.93 | JUNGLE Xin Zhao -1.04 | TOP Gnar -0.78 | ADC Corki -0.5
LCK,2026-04-29,Nongshim RedForce vs T1,31,31.5,31.26,-0.24,0.4884,0.5116,-0.1209,-0.0791,,EV baixo,under,,0,-0.18,0.805,neutral,under bloqueado,SUP Karma -2.8 | TOP Sion +1.57 | ADC Ezreal -1.5 | JUNGLE Jarvan IV -1.06 | JUNGLE Xin Zhao -1.03
LCK,2026-04-29,T1 vs Nongshim RedForce,36,31.5,31.46,-0.04,0.4981,0.5019,-0.1033,-0.0967,,EV baixo,over,,0,0.04,0.699,neutral,delta fraco,JUNGLE Pantheon -2.06 | SUP Renata Glasc +1.14 | ADC Kalista +0.97 | TOP Rumble +0.69 | JUNGLE Nocturne +0.65
LCK,2026-04-29,KT Rolster vs Hanwha Life Esports,35,31.5,30.45,-1.05,0.4498,0.5502,-0.1903,-0.0097,,EV baixo,over,,0,-0.83,0.805,neutral,under bloqueado,JUNGLE Pantheon -1.99 | SUP Seraphine -1.65 | ADC Ezreal -1.57 | ADC Ashe -1.41 | JUNGLE Vi +1.2
LCK,2026-04-29,Hanwha Life Esports vs KT Rolster,28,32.5,31.56,-0.94,0.4551,0.5449,-0.1808,-0.0192,,EV baixo,under,,0,-0.74,0.761,neutral,under bloqueado,ADC Lucian -1.88 | JUNGLE Jarvan IV -1.25 | JUNGLE Xin Zhao -1.22 | SUP Milio -1.17 | TOP Renekton -0.93
LCK,2026-04-30,Gen.G vs Kiwoom DRX,25,30.5,29.96,-0.54,0.4744,0.5256,-0.1461,-0.0539,,EV baixo,under,,0,-1.04,0.83,neutral,under bloqueado,JUNGLE Pantheon -1.86 | SUP Seraphine -1.48 | ADC Ezreal -1.47 | ADC Ashe -1.24 | JUNGLE Jarvan IV -1.22
LCK,2026-04-30,Kiwoom DRX vs Gen.G,43,29.5,29.44,-0.06,0.4973,0.5027,-0.1048,-0.0952,,EV baixo,over,,0,-0.53,0.769,neutral,under bloqueado,ADC Lucian -1.85 | MID Ryze -1.54 | JUNGLE Vi +1.34 | SUP Milio -1.2 | MID Akali +0.89
LCK,2026-04-30,Kiwoom DRX vs Gen.G,24,31.5,30.83,-0.67,0.4681,0.5319,-0.1574,-0.0426,,EV baixo,under,,0,-0.62,0.714,neutral,under bloqueado,ADC Miss Fortune -1.54 | JUNGLE Xin Zhao -1.38 | SUP Bard -1.26 | MID Sylas +0.92 | ADC Jhin -0.89
LCK,2026-04-30,BNK FearX vs Dplus KIA,28,31.5,31.13,-0.37,0.4822,0.5178,-0.1321,-0.0679,,EV baixo,under,,0,-0.12,0.766,neutral,under bloqueado,JUNGLE Lee Sin +1.9 | SUP Yuumi +1.43 | JUNGLE Jarvan IV -1.34 | MID Ryze -1.28 | ADC Lucian -1
LCK,2026-04-30,BNK FearX vs Dplus KIA,22,30.5,29.73,-0.77,0.4634,0.5366,-0.1659,-0.0341,,EV baixo,under,,0,-0.57,0.798,neutral,under bloqueado,SUP Seraphine -1.59 | ADC Ezreal -1.53 | MID Akali +1.35 | ADC Ashe -1.35 | JUNGLE Xin Zhao -1.29
LCK,2026-05-01,HANJIN BRION vs DN SOOPers,15,29.5,28.13,-1.37,0.435,0.565,-0.217,0.017,,EV baixo,under,,0,-0.88,0.826,neutral,under bloqueado,JUNGLE Xin Zhao -1.24 | JUNGLE Jarvan IV -1.14 | TOP Gnar -1.08 | ADC Lucian -0.93 | TOP Renekton -0.91
LCK,2026-05-01,HANJIN BRION vs DN SOOPers,31,28.5,28.69,0.19,0.509,0.491,-0.0837,-0.1163,,EV baixo,over,,0,0.54,0.746,over,edge valido,JUNGLE Vi +2.04 | TOP Rumble +1.71 | MID Galio -1.41 | JUNGLE Nocturne +1.02 | SUP Alistar +0.9
LCK,2026-05-01,Hanwha Life Esports vs T1,37,30.5,29.72,-0.78,0.463,0.537,-0.1666,-0.0334,,EV baixo,over,,0,-0.66,0.802,neutral,under bloqueado,SUP Karma -2.74 | ADC Miss Fortune -1.55 | JUNGLE Jarvan IV -1.14 | JUNGLE Nocturne +1.03 | MID Azir +1
LCK,2026-05-01,Hanwha Life Esports vs T1,26,31.5,31.46,-0.04,0.4981,0.5019,-0.1035,-0.0965,,EV baixo,under,,0,0.13,0.671,neutral,delta fraco,JUNGLE Lee Sin +2.01 | TOP Sion +1.59 | ADC Lucian -1.56 | JUNGLE Xin Zhao -1.4 | SUP Milio -1.01
LCK,2026-05-01,T1 vs Hanwha Life Esports,29,29.5,30.23,0.73,0.5349,0.4651,-0.0371,-0.1629,,EV baixo,under,,0,0.32,0.709,neutral,delta fraco,JUNGLE Vi +1.97 | JUNGLE Pantheon -1.6 | SUP Poppy +1.29 | ADC Xayah +0.84 | SUP Rakan +0.47
LCK,2026-05-02,Dplus KIA vs Gen.G,15,27.5,27.61,0.11,0.5055,0.4945,-0.0902,-0.1098,,EV baixo,under,,0,-0.13,0.812,neutral,under bloqueado,JUNGLE Lee Sin +1.83 | ADC Lucian -1.61 | TOP Sion +1.42 | JUNGLE Xin Zhao -1.33 | MID Ryze -0.9
LCK,2026-05-02,Gen.G vs Dplus KIA,22,27.5,27.38,-0.12,0.4942,0.5058,-0.1104,-0.0896,,EV baixo,under,,0,0.27,0.772,neutral,delta fraco,JUNGLE Vi +2.11 | ADC Mel +1.91 | SUP Pyke +1.84 | SUP Seraphine -1.2 | ADC Ashe -1.01
LCK,2026-05-02,Dplus KIA vs Gen.G,19,26.5,26.06,-0.44,0.479,0.521,-0.1377,-0.0623,,EV baixo,under,,0,-0.53,0.721,neutral,under bloqueado,SUP Karma -2.23 | MID Orianna -1.48 | ADC Sivir +1.45 | JUNGLE Pantheon -1.18 | ADC Ezreal -0.85
LCK,2026-05-02,Kiwoom DRX vs Nongshim RedForce,32,27.5,27.95,0.45,0.5214,0.4786,-0.0616,-0.1384,,EV baixo,over,,0,-0.04,0.825,neutral,under bloqueado,JUNGLE Lee Sin +1.73 | SUP Seraphine -1.04 | ADC Ashe -0.88 | SUP Neeko +0.87 | ADC Ezreal -0.83
LCK,2026-05-02,Kiwoom DRX vs Nongshim RedForce,43,28.5,27.95,-0.55,0.4736,0.5264,-0.1476,-0.0524,,EV baixo,over,,0,-0.2,0.784,neutral,under bloqueado,MID Hwei +2.33 | ADC Lucian -1.77 | TOP Sion +1.26 | JUNGLE Xin Zhao -0.98 | TOP Renekton -0.87
LCK,2026-05-03,KT Rolster vs HANJIN BRION,39,28.5,28.06,-0.44,0.4792,0.5208,-0.1374,-0.0626,,EV baixo,over,,0,-0.41,0.824,neutral,under bloqueado,MID Mel -1.96 | JUNGLE Lee Sin +1.49 | SUP Elise +1.48 | ADC Ezreal -1.1 | TOP Gnar -1
LCK,2026-05-03,HANJIN BRION vs KT Rolster,25,29.5,28.76,-0.74,0.4649,0.5351,-0.1632,-0.0368,,EV baixo,under,,0,-0.65,0.822,neutral,under bloqueado,SUP Seraphine -1.39 | ADC Ashe -1.24 | JUNGLE Xin Zhao -1.2 | SUP Lulu -0.35 | TOP Jayce -0.27
LCK,2026-05-03,BNK FearX vs DN SOOPers,25,27.5,26.38,-1.12,0.4468,0.5532,-0.1957,-0.0043,,EV baixo,under,,0,-0.92,0.833,neutral,under bloqueado,JUNGLE Pantheon -1.59 | SUP Seraphine -1.39 | ADC Lucian -1.33 | ADC Ashe -1.24 | TOP Gnar -0.86
LCK,2026-05-03,BNK FearX vs DN SOOPers,32,27.5,27.24,-0.26,0.4877,0.5123,-0.1221,-0.0779,,EV baixo,over,,0,0.02,0.823,neutral,delta fraco,MID Azir +1.31 | JUNGLE Xin Zhao -1.08 | ADC Ezreal -0.9 | SUP Neeko +0.54 | TOP Ambessa +0.41
LCK,2026-05-06,Nongshim RedForce vs Gen.G,47,28.5,27.79,-0.71,0.4662,0.5338,-0.1609,-0.0391,,EV baixo,over,,0,-0.27,0.834,neutral,under bloqueado,SUP Seraphine -1.44 | TOP Sion +1.41 | JUNGLE Nocturne +1.3 | ADC Ashe -1.3 | JUNGLE Xin Zhao -1.06
LCK,2026-05-06,Gen.G vs Nongshim RedForce,34,29.5,28.66,-0.84,0.4602,0.5398,-0.1717,-0.0283,,EV baixo,over,,0,-1.1,0.775,neutral,under bloqueado,SUP Karma -2.77 | JUNGLE Pantheon -1.97 | MID Mel -1.58 | TOP Gnar -1.25 | ADC Miss Fortune -1.15
LCK,2026-05-06,DN SOOPers vs Hanwha Life Esports,29,29.5,28.22,-1.28,0.4391,0.5609,-0.2097,0.0097,,EV baixo,under,,0,-1.5,0.843,neutral,under bloqueado,SUP Karma -2.69 | JUNGLE Pantheon -1.93 | TOP Gnar -1.22 | JUNGLE Xin Zhao -1.18 | SUP Bard -0.99
