scenarioMove,league,date,game,actual,preLine,marketLine,draftDelta,side,bucket,hitRate,empiricalEv,decision,reason,resultSide,correct,profit
3,LCK,2026-05-16,BNK FearX vs Nongshim RedForce,34,31.5,28.5,-1.88,under,muito forte,0.533,-0.0406,pass,linha ja moveu 3.0,over,,0
3,LCK,2026-05-16,BNK FearX vs Nongshim RedForce,26,31.5,28.5,-0.81,under,bom,0.489,-0.1198,pass,linha ja moveu 3.0,under,,0
3,LCK,2026-05-17,KT Rolster vs Hanwha Life Esports,38,30.5,27.5,-0.23,under,sem faixa,,,pass,delta draft baixo,over,,0
3,LCK,2026-05-17,KT Rolster vs Hanwha Life Esports,30,32.5,29.5,-0.28,under,sem faixa,,,pass,delta draft baixo,over,,0
3,LCK,2026-05-17,KT Rolster vs Hanwha Life Esports,25,32.5,29.5,-1,under,bom,0.489,-0.1198,pass,linha ja moveu 3.0,under,,0
3,LCK,2026-05-17,HANJIN BRION vs Kiwoom DRX,38,31.5,28.5,-0.81,under,bom,0.489,-0.1198,pass,linha ja moveu 3.0,over,,0
3,LCK,2026-05-17,HANJIN BRION vs Kiwoom DRX,17,32.5,29.5,-0.76,under,bom,0.489,-0.1198,pass,linha ja moveu 3.0,under,,0
3,LCK,2026-05-17,Kiwoom DRX vs HANJIN BRION,35,31.5,28.5,-0.37,under,sem faixa,,,pass,delta draft baixo,over,,0
3,LCK,2026-05-20,T1 vs Kiwoom DRX,29,33.5,30.5,-1.4,under,forte,0.537,-0.0334,pass,linha ja moveu 3.0,under,,0
3,LCK,2026-05-20,T1 vs Kiwoom DRX,34,32.5,29.5,-0.36,under,sem faixa,,,pass,delta draft baixo,over,,0
3,LCK,2026-05-20,Kiwoom DRX vs T1,31,33.5,30.5,-0.86,under,bom,0.489,-0.1198,pass,linha ja moveu 3.0,over,,0
3,LCK,2026-05-20,Nongshim RedForce vs KT Rolster,25,32.5,29.5,-1.64,under,muito forte,0.533,-0.0406,pass,linha ja moveu 3.0,under,,0
3,LCK,2026-05-20,KT Rolster vs Nongshim RedForce,30,31.5,28.5,-1.15,under,medio,0.472,-0.1504,pass,linha ja moveu 3.0,over,,0
3,LCK,2026-05-20,KT Rolster vs Nongshim RedForce,33,31.5,28.5,-0.99,under,bom,0.489,-0.1198,pass,linha ja moveu 3.0,over,,0
3,LCK,2026-05-21,BNK FearX vs Hanwha Life Esports,44,30.5,27.5,-0.73,under,leve,0.426,-0.2332,pass,linha ja moveu 3.0,over,,0
3,LCK,2026-05-21,Hanwha Life Esports vs BNK FearX,21,31.5,28.5,-2.07,under,muito forte,0.533,-0.0406,pass,linha ja moveu 3.0,under,,0
3,LCK,2026-05-21,Dplus KIA vs HANJIN BRION,33,28.5,25.5,-0.67,under,leve,0.426,-0.2332,pass,linha ja moveu 3.0,over,,0
3,LCK,2026-05-21,HANJIN BRION vs Dplus KIA,18,29.5,26.5,-0.15,under,sem faixa,,,pass,delta draft baixo,under,,0
3,LCK,2026-05-21,HANJIN BRION vs Dplus KIA,20,28.5,25.5,-0.45,under,sem faixa,,,pass,delta draft baixo,under,,0
3,LCK,2026-05-22,DN SOOPers vs Kiwoom DRX,22,28.5,25.5,-0.88,under,bom,0.489,-0.1198,pass,linha ja moveu 3.0,under,,0
3,LCK,2026-05-22,Kiwoom DRX vs DN SOOPers,28,28.5,31.5,0.27,over,sem faixa,,,pass,delta draft baixo,under,,0
3,LCK,2026-05-22,KT Rolster vs Gen.G,17,29.5,26.5,-0.56,under,fraco,0.434,-0.2188,pass,delta draft baixo,under,,0
3,LCK,2026-05-22,KT Rolster vs Gen.G,28,28.5,31.5,0.4,over,sem faixa,,,pass,delta draft baixo,under,,0
3,LCK,2026-05-23,Dplus KIA vs BNK FearX,16,27.5,24.5,-1.18,under,medio,0.472,-0.1504,pass,linha ja moveu 3.0,under,,0
3,LCK,2026-05-23,BNK FearX vs Dplus KIA,37,25.5,22.5,-0.16,under,sem faixa,,,pass,delta draft baixo,over,,0
3,LCK,2026-05-23,Dplus KIA vs BNK FearX,24,27.5,24.5,-0.26,under,sem faixa,,,pass,delta draft baixo,under,,0
3,LCK,2026-05-23,Hanwha Life Esports vs Nongshim RedForce,43,28.5,25.5,-0.41,under,sem faixa,,,pass,delta draft baixo,over,,0
3,LCK,2026-05-23,Nongshim RedForce vs Hanwha Life Esports,54,30.5,33.5,0.33,over,sem faixa,,,pass,delta draft baixo,over,,0
3,LCK,2026-05-23,Hanwha Life Esports vs Nongshim RedForce,36,32.5,29.5,-2.07,under,muito forte,0.533,-0.0406,pass,linha ja moveu 3.0,over,,0
3,LCK,2026-05-24,Gen.G vs DN SOOPers,25,29.5,26.5,-1.07,under,medio,0.472,-0.1504,pass,linha ja moveu 3.0,under,,0
3,LCK,2026-05-24,Gen.G vs DN SOOPers,20,28.5,25.5,-1.16,under,medio,0.472,-0.1504,pass,linha ja moveu 3.0,under,,0
3,LCK,2026-05-24,T1 vs HANJIN BRION,18,29.5,26.5,-0.27,under,sem faixa,,,pass,delta draft baixo,under,,0
3,LCK,2026-05-24,T1 vs HANJIN BRION,29,27.5,24.5,-0.89,under,bom,0.489,-0.1198,pass,linha ja moveu 3.0,over,,0
3,LCKCL,2026-01-27,DN SOOPers Challengers vs KRX Challengers,46,31.5,34.5,0.1,over,sem faixa,,,pass,delta draft baixo,over,,0
3,LCKCL,2026-01-27,DN SOOPers Challengers vs KRX Challengers,42,32.5,35.5,0.29,over,sem faixa,,,pass,delta draft baixo,over,,0
3,LCKCL,2026-01-27,KT Rolster Challengers vs BNK FEARX Youth,32,33.5,30.5,-0.21,under,sem faixa,,,pass,delta draft baixo,over,,0
3,LCKCL,2026-01-27,KT Rolster Challengers vs BNK FEARX Youth,31,32.5,29.5,-0.17,under,sem faixa,,,pass,delta draft baixo,over,,0
3,LCKCL,2026-01-27,KT Rolster Challengers vs BNK FEARX Youth,24,32.5,29.5,-0.26,under,sem faixa,,,pass,delta draft baixo,under,,0
3,LCKCL,2026-01-29,Gen.G Global Academy vs HANJIN BRION Challengers,29,32.5,29.5,-0.79,under,bom,0.489,-0.1198,pass,linha ja moveu 3.0,under,,0
3,LCKCL,2026-01-29,HANJIN BRION Challengers vs Gen.G Global Academy,29,31.5,34.5,0.43,over,sem faixa,,,pass,delta draft baixo,under,,0
3,LCKCL,2026-01-29,HANJIN BRION Challengers vs Gen.G Global Academy,28,31.5,34.5,0.4,over,sem faixa,,,pass,delta draft baixo,under,,0
3,LCKCL,2026-02-02,Hanwha Life Esports Challengers vs Dplus KIA Challengers,32,31.5,34.5,0.18,over,sem faixa,,,pass,delta draft baixo,under,,0
3,LCKCL,2026-02-02,Hanwha Life Esports Challengers vs Dplus KIA Challengers,19,31.5,28.5,-0.32,under,sem faixa,,,pass,delta draft baixo,under,,0
3,LCKCL,2026-02-02,BNK FEARX Youth vs KRX Challengers,40,30.5,33.5,0.21,over,sem faixa,,,pass,delta draft baixo,over,,0
3,LCKCL,2026-02-02,BNK FEARX Youth vs KRX Challengers,14,29.5,32.5,0.53,over,fraco,0.434,-0.2188,pass,delta draft baixo,under,,0
3,LCKCL,2026-02-02,KRX Challengers vs BNK FEARX Youth,37,28.5,31.5,0.47,over,sem faixa,,,pass,delta draft baixo,over,,0
3,LCKCL,2026-02-03,Hanwha Life Esports Challengers vs T1 Esports Academy,37,29.5,32.5,0.85,over,bom,0.489,-0.1198,pass,linha ja moveu 3.0,over,,0
3,LCKCL,2026-02-03,Hanwha Life Esports Challengers vs T1 Esports Academy,27,30.5,27.5,-0.29,under,sem faixa,,,pass,delta draft baixo,under,,0
3,LCKCL,2026-02-03,T1 Esports Academy vs Hanwha Life Esports Challengers,31,30.5,33.5,0.77,over,bom,0.489,-0.1198,pass,linha ja moveu 3.0,under,,0
3,LCKCL,2026-02-03,KRX Challengers vs HANJIN BRION Challengers,26,29.5,32.5,0.61,over,leve,0.426,-0.2332,pass,linha ja moveu 3.0,under,,0
3,LCKCL,2026-02-03,KRX Challengers vs HANJIN BRION Challengers,20,28.5,31.5,0.35,over,sem faixa,,,pass,delta draft baixo,under,,0
3,LCKCL,2026-02-04,T1 Esports Academy vs HANJIN BRION Challengers,39,27.5,30.5,0.84,over,bom,0.489,-0.1198,pass,linha ja moveu 3.0,over,,0
3,LCKCL,2026-02-04,T1 Esports Academy vs HANJIN BRION Challengers,27,29.5,32.5,0.59,over,fraco,0.434,-0.2188,pass,delta draft baixo,under,,0
3,LCKCL,2026-02-04,T1 Esports Academy vs HANJIN BRION Challengers,37,28.5,25.5,-0.05,under,sem faixa,,,pass,delta draft baixo,over,,0
3,LCKCL,2026-02-09,Hanwha Life Esports Challengers vs Nongshim Esports Academy,10,28.5,31.5,0.21,over,sem faixa,,,pass,delta draft baixo,under,,0
3,LCKCL,2026-02-09,Hanwha Life Esports Challengers vs Nongshim Esports Academy,28,26.5,29.5,0.4,over,sem faixa,,,pass,delta draft baixo,under,,0
3,LCKCL,2026-02-09,Hanwha Life Esports Challengers vs Nongshim Esports Academy,28,26.5,29.5,0.7,over,leve,0.426,-0.2332,pass,linha ja moveu 3.0,under,,0
3,LCKCL,2026-02-09,Hanwha Life Esports Challengers vs Nongshim Esports Academy,33,26.5,29.5,0.45,over,sem faixa,,,pass,delta draft baixo,over,,0
3,LCKCL,2026-02-09,Hanwha Life Esports Challengers vs Nongshim Esports Academy,22,27.5,24.5,-0.17,under,sem faixa,,,pass,delta draft baixo,under,,0
3,LCKCL,2026-02-09,T1 Esports Academy vs KRX Challengers,26,28.5,31.5,0.69,over,leve,0.426,-0.2332,pass,linha ja moveu 3.0,under,,0
3,LCKCL,2026-02-09,KRX Challengers vs T1 Esports Academy,49,28.5,31.5,0.73,over,leve,0.426,-0.2332,pass,linha ja moveu 3.0,over,,0
3,LCKCL,2026-02-09,T1 Esports Academy vs KRX Challengers,47,30.5,33.5,0.34,over,sem faixa,,,pass,delta draft baixo,over,,0
3,LCKCL,2026-02-09,T1 Esports Academy vs KRX Challengers,29,31.5,28.5,-0.15,under,sem faixa,,,pass,delta draft baixo,over,,0
3,LCKCL,2026-02-10,KRX Challengers vs Hanwha Life Esports Challengers,17,29.5,26.5,-1.33,under,forte,0.537,-0.0334,pass,linha ja moveu 3.0,under,,0
3,LCKCL,2026-02-10,KRX Challengers vs Hanwha Life Esports Challengers,40,28.5,31.5,1.19,over,medio,0.472,-0.1504,pass,linha ja moveu 3.0,over,,0
3,LCKCL,2026-02-10,KRX Challengers vs Hanwha Life Esports Challengers,47,29.5,32.5,0.5,over,sem faixa,,,pass,delta draft baixo,over,,0
3,LCKCL,2026-02-10,KRX Challengers vs Hanwha Life Esports Challengers,18,31.5,34.5,0.66,over,leve,0.426,-0.2332,pass,linha ja moveu 3.0,under,,0
3,LCKCL,2026-02-10,KRX Challengers vs Hanwha Life Esports Challengers,26,29.5,32.5,0.34,over,sem faixa,,,pass,delta draft baixo,under,,0
3,LCKCL,2026-02-23,T1 Esports Academy vs KT Rolster Challengers,35,31.5,34.5,0.53,over,fraco,0.434,-0.2188,pass,delta draft baixo,over,,0
3,LCKCL,2026-02-23,T1 Esports Academy vs KT Rolster Challengers,33,31.5,28.5,-1.06,under,medio,0.472,-0.1504,pass,linha ja moveu 3.0,over,,0
3,LCKCL,2026-02-23,T1 Esports Academy vs KT Rolster Challengers,36,32.5,35.5,0.75,over,leve,0.426,-0.2332,pass,linha ja moveu 3.0,over,,0
3,LCKCL,2026-02-23,KT Rolster Challengers vs T1 Esports Academy,18,32.5,35.5,0.09,over,sem faixa,,,pass,delta draft baixo,under,,0
3,LCKCL,2026-02-23,DN SOOPers Challengers vs Nongshim Esports Academy,26,30.5,33.5,0.75,over,leve,0.426,-0.2332,pass,linha ja moveu 3.0,under,,0
3,LCKCL,2026-02-23,DN SOOPers Challengers vs Nongshim Esports Academy,39,29.5,32.5,0.78,over,bom,0.489,-0.1198,pass,linha ja moveu 3.0,over,,0
3,LCKCL,2026-02-23,DN SOOPers Challengers vs Nongshim Esports Academy,39,30.5,33.5,1.13,over,medio,0.472,-0.1504,pass,linha ja moveu 3.0,over,,0
3,LCKCL,2026-02-23,DN SOOPers Challengers vs Nongshim Esports Academy,26,32.5,29.5,-0.82,under,bom,0.489,-0.1198,pass,linha ja moveu 3.0,under,,0
3,LCKCL,2026-02-23,DN SOOPers Challengers vs Nongshim Esports Academy,20,30.5,27.5,-0.15,under,sem faixa,,,pass,delta draft baixo,under,,0
3,LCKCL,2026-02-24,DN SOOPers Challengers vs KRX Challengers,35,29.5,32.5,0.03,over,sem faixa,,,pass,delta draft baixo,over,,0
3,LCKCL,2026-02-24,KRX Challengers vs DN SOOPers Challengers,35,29.5,32.5,0.47,over,sem faixa,,,pass,delta draft baixo,over,,0
3,LCKCL,2026-02-24,DN SOOPers Challengers vs KRX Challengers,40,30.5,33.5,0.44,over,sem faixa,,,pass,delta draft baixo,over,,0
3,LCKCL,2026-02-24,DN SOOPers Challengers vs KRX Challengers,31,31.5,34.5,0.54,over,fraco,0.434,-0.2188,pass,delta draft baixo,under,,0
3,LCKCL,2026-02-24,DN SOOPers Challengers vs KRX Challengers,28,31.5,34.5,0.38,over,sem faixa,,,pass,delta draft baixo,under,,0
3,LCKCL,2026-02-25,T1 Esports Academy vs Nongshim Esports Academy,20,30.5,33.5,0.84,over,bom,0.489,-0.1198,pass,linha ja moveu 3.0,under,,0
3,LCKCL,2026-02-25,T1 Esports Academy vs Nongshim Esports Academy,35,29.5,32.5,1.04,over,medio,0.472,-0.1504,pass,linha ja moveu 3.0,over,,0
3,LCKCL,2026-02-25,T1 Esports Academy vs Nongshim Esports Academy,27,29.5,32.5,0.1,over,sem faixa,,,pass,delta draft baixo,under,,0
3,LCKCL,2026-02-26,KRX Challengers vs KT Rolster Challengers,31,30.5,33.5,0.49,over,sem faixa,,,pass,delta draft baixo,under,,0
3,LCKCL,2026-02-26,KRX Challengers vs KT Rolster Challengers,18,30.5,33.5,0.67,over,leve,0.426,-0.2332,pass,linha ja moveu 3.0,under,,0
3,LCKCL,2026-02-26,KT Rolster Challengers vs KRX Challengers,27,29.5,32.5,0.65,over,leve,0.426,-0.2332,pass,linha ja moveu 3.0,under,,0
3,LCKCL,2026-02-26,KRX Challengers vs KT Rolster Challengers,31,29.5,26.5,-0.53,under,fraco,0.434,-0.2188,pass,delta draft baixo,over,,0
3,LCKCL,2026-02-26,KT Rolster Challengers vs KRX Challengers,24,29.5,32.5,0.03,over,sem faixa,,,pass,delta draft baixo,under,,0
3,LCKCL,2026-03-02,KT Rolster Challengers vs Nongshim Esports Academy,34,27.5,30.5,1.48,over,forte,0.537,-0.0334,pass,linha ja moveu 3.0,over,,0
3,LCKCL,2026-03-02,KT Rolster Challengers vs Nongshim Esports Academy,25,28.5,31.5,0.87,over,bom,0.489,-0.1198,pass,linha ja moveu 3.0,under,,0
3,LCKCL,2026-03-02,KT Rolster Challengers vs Nongshim Esports Academy,27,27.5,30.5,0.2,over,sem faixa,,,pass,delta draft baixo,under,,0
3,LCKCL,2026-03-03,T1 Esports Academy vs Nongshim Esports Academy,37,27.5,30.5,1.4,over,forte,0.537,-0.0334,pass,linha ja moveu 3.0,over,,0
3,LCKCL,2026-03-03,T1 Esports Academy vs Nongshim Esports Academy,24,29.5,32.5,0.88,over,bom,0.489,-0.1198,pass,linha ja moveu 3.0,under,,0
3,LCKCL,2026-03-03,T1 Esports Academy vs Nongshim Esports Academy,28,27.5,30.5,1.33,over,forte,0.537,-0.0334,pass,linha ja moveu 3.0,under,,0
3,LCKCL,2026-03-03,T1 Esports Academy vs Nongshim Esports Academy,17,26.5,29.5,1.17,over,medio,0.472,-0.1504,pass,linha ja moveu 3.0,under,,0
3,LCKCL,2026-03-30,DN SOOPers Challengers vs KT Rolster Challengers,28,26.5,29.5,0.79,over,bom,0.489,-0.1198,pass,linha ja moveu 3.0,under,,0
3,LCKCL,2026-03-30,KT Rolster Challengers vs DN SOOPers Challengers,31,27.5,30.5,1.59,over,muito forte,0.533,-0.0406,pass,linha ja moveu 3.0,over,,0
3,LCKCL,2026-03-30,Hanwha Life Esports Challengers vs BNK FEARX Youth,25,26.5,29.5,0.59,over,fraco,0.434,-0.2188,pass,delta draft baixo,under,,0
3,LCKCL,2026-03-30,Hanwha Life Esports Challengers vs BNK FEARX Youth,47,26.5,29.5,1.29,over,forte,0.537,-0.0334,pass,linha ja moveu 3.0,over,,0
3,LCKCL,2026-03-30,HANJIN BRION Challengers vs Nongshim Esports Academy,23,27.5,30.5,0.32,over,sem faixa,,,pass,delta draft baixo,under,,0
3,LCKCL,2026-03-30,HANJIN BRION Challengers vs Nongshim Esports Academy,26,27.5,30.5,1.38,over,forte,0.537,-0.0334,pass,linha ja moveu 3.0,under,,0
3,LCKCL,2026-03-30,HANJIN BRION Challengers vs Nongshim Esports Academy,16,26.5,29.5,0.87,over,bom,0.489,-0.1198,pass,linha ja moveu 3.0,under,,0
3,LCKCL,2026-03-31,Dplus KIA Challengers vs Gen.G Global Academy,39,27.5,30.5,1.77,over,muito forte,0.533,-0.0406,pass,linha ja moveu 3.0,over,,0
3,LCKCL,2026-03-31,Gen.G Global Academy vs Dplus KIA Challengers,37,28.5,31.5,0.78,over,bom,0.489,-0.1198,pass,linha ja moveu 3.0,over,,0
3,LCKCL,2026-03-31,T1 Esports Academy vs KRX Challengers,21,28.5,31.5,0.39,over,sem faixa,,,pass,delta draft baixo,under,,0
3,LCKCL,2026-03-31,T1 Esports Academy vs KRX Challengers,28,27.5,30.5,0.96,over,bom,0.489,-0.1198,pass,linha ja moveu 3.0,under,,0
3,LCKCL,2026-03-31,T1 Esports Academy vs KRX Challengers,25,27.5,30.5,2.06,over,muito forte,0.533,-0.0406,pass,linha ja moveu 3.0,under,,0
3,LCKCL,2026-04-02,KT Rolster Challengers vs KRX Challengers,40,26.5,29.5,1.44,over,forte,0.537,-0.0334,pass,linha ja moveu 3.0,over,,0
3,LCKCL,2026-04-02,KT Rolster Challengers vs KRX Challengers,46,27.5,30.5,1.87,over,muito forte,0.533,-0.0406,pass,linha ja moveu 3.0,over,,0
3,LCKCL,2026-04-02,KT Rolster Challengers vs KRX Challengers,29,29.5,32.5,0.5,over,fraco,0.434,-0.2188,pass,delta draft baixo,under,,0
3,LCKCL,2026-04-02,HANJIN BRION Challengers vs Gen.G Global Academy,28,29.5,32.5,0.73,over,leve,0.426,-0.2332,pass,linha ja moveu 3.0,under,,0
3,LCKCL,2026-04-02,HANJIN BRION Challengers vs Gen.G Global Academy,41,29.5,32.5,0.54,over,fraco,0.434,-0.2188,pass,delta draft baixo,over,,0
3,LCKCL,2026-04-02,Gen.G Global Academy vs HANJIN BRION Challengers,55,30.5,33.5,0.66,over,leve,0.426,-0.2332,pass,linha ja moveu 3.0,over,,0
3,LCKCL,2026-04-02,BNK FEARX Youth vs Nongshim Esports Academy,44,30.5,33.5,0.78,over,bom,0.489,-0.1198,pass,linha ja moveu 3.0,over,,0
3,LCKCL,2026-04-02,BNK FEARX Youth vs Nongshim Esports Academy,31,31.5,28.5,-0.85,under,bom,0.489,-0.1198,pass,linha ja moveu 3.0,over,,0
3,LCKCL,2026-04-03,T1 Esports Academy vs Hanwha Life Esports Challengers,48,30.5,27.5,-0.38,under,sem faixa,,,pass,delta draft baixo,over,,0
3,LCKCL,2026-04-03,T1 Esports Academy vs Hanwha Life Esports Challengers,39,33.5,30.5,-1.14,under,medio,0.472,-0.1504,pass,linha ja moveu 3.0,over,,0
3,LCKCL,2026-04-03,DN SOOPers Challengers vs Dplus KIA Challengers,26,35.5,32.5,-0.65,under,leve,0.426,-0.2332,pass,linha ja moveu 3.0,under,,0
3,LCKCL,2026-04-03,DN SOOPers Challengers vs Dplus KIA Challengers,31,34.5,31.5,-0.23,under,sem faixa,,,pass,delta draft baixo,under,,0
3,LCKCL,2026-04-06,Gen.G Global Academy vs BNK FEARX Youth,26,34.5,37.5,0.87,over,bom,0.489,-0.1198,pass,linha ja moveu 3.0,under,,0
3,LCKCL,2026-04-06,Gen.G Global Academy vs BNK FEARX Youth,31,33.5,30.5,-0.09,under,sem faixa,,,pass,delta draft baixo,over,,0
3,LCKCL,2026-04-06,BNK FEARX Youth vs Gen.G Global Academy,30,33.5,36.5,0.34,over,sem faixa,,,pass,delta draft baixo,under,,0
3,LCKCL,2026-04-06,DN SOOPers Challengers vs HANJIN BRION Challengers,31,33.5,30.5,-0.27,under,sem faixa,,,pass,delta draft baixo,over,,0
3,LCKCL,2026-04-06,DN SOOPers Challengers vs HANJIN BRION Challengers,41,32.5,35.5,1.17,over,medio,0.472,-0.1504,pass,linha ja moveu 3.0,over,,0
3,LCKCL,2026-04-06,HANJIN BRION Challengers vs DN SOOPers Challengers,41,33.5,36.5,0.47,over,sem faixa,,,pass,delta draft baixo,over,,0
3,LCKCL,2026-04-06,Dplus KIA Challengers vs KT Rolster Challengers,26,33.5,30.5,-0.02,under,sem faixa,,,pass,delta draft baixo,under,,0
3,LCKCL,2026-04-06,KT Rolster Challengers vs Dplus KIA Challengers,31,32.5,35.5,0.23,over,sem faixa,,,pass,delta draft baixo,under,,0
3,LCKCL,2026-04-06,KT Rolster Challengers vs Dplus KIA Challengers,23,32.5,35.5,0.22,over,sem faixa,,,pass,delta draft baixo,under,,0
3,LCKCL,2026-04-07,Nongshim Esports Academy vs T1 Esports Academy,29,30.5,33.5,0.2,over,sem faixa,,,pass,delta draft baixo,under,,0
3,LCKCL,2026-04-07,Nongshim Esports Academy vs T1 Esports Academy,47,29.5,32.5,0.69,over,leve,0.426,-0.2332,pass,linha ja moveu 3.0,over,,0
3,LCKCL,2026-04-07,T1 Esports Academy vs Nongshim Esports Academy,29,31.5,28.5,-0.11,under,sem faixa,,,pass,delta draft baixo,over,,0
3,LCKCL,2026-04-07,Hanwha Life Esports Challengers vs KRX Challengers,16,30.5,27.5,-0.24,under,sem faixa,,,pass,delta draft baixo,under,,0
3,LCKCL,2026-04-07,Hanwha Life Esports Challengers vs KRX Challengers,25,28.5,31.5,0.71,over,leve,0.426,-0.2332,pass,linha ja moveu 3.0,under,,0
3,LCKCL,2026-04-09,T1 Esports Academy vs Gen.G Global Academy,19,30.5,33.5,1.06,over,medio,0.472,-0.1504,pass,linha ja moveu 3.0,under,,0
3,LCKCL,2026-04-09,T1 Esports Academy vs Gen.G Global Academy,39,28.5,31.5,1.17,over,medio,0.472,-0.1504,pass,linha ja moveu 3.0,over,,0
3,LCKCL,2026-04-09,Gen.G Global Academy vs T1 Esports Academy,34,29.5,32.5,1.32,over,forte,0.537,-0.0334,pass,linha ja moveu 3.0,over,,0
3,LCKCL,2026-04-09,BNK FEARX Youth vs DN SOOPers Challengers,40,30.5,33.5,0.21,over,sem faixa,,,pass,delta draft baixo,over,,0
3,LCKCL,2026-04-09,DN SOOPers Challengers vs BNK FEARX Youth,66,31.5,34.5,0.82,over,bom,0.489,-0.1198,pass,linha ja moveu 3.0,over,,0
3,LCKCL,2026-04-09,BNK FEARX Youth vs DN SOOPers Challengers,28,34.5,31.5,-0.3,under,sem faixa,,,pass,delta draft baixo,under,,0
3,LCKCL,2026-04-09,HANJIN BRION Challengers vs Dplus KIA Challengers,26,31.5,34.5,0.1,over,sem faixa,,,pass,delta draft baixo,under,,0
3,LCKCL,2026-04-09,HANJIN BRION Challengers vs Dplus KIA Challengers,42,30.5,27.5,-0.37,under,sem faixa,,,pass,delta draft baixo,over,,0
3,LCKCL,2026-04-09,HANJIN BRION Challengers vs Dplus KIA Challengers,37,31.5,28.5,-0.64,under,leve,0.426,-0.2332,pass,linha ja moveu 3.0,over,,0
3,LCKCL,2026-04-10,Hanwha Life Esports Challengers vs KT Rolster Challengers,36,31.5,28.5,-0.88,under,bom,0.489,-0.1198,pass,linha ja moveu 3.0,over,,0
3,LCKCL,2026-04-10,Hanwha Life Esports Challengers vs KT Rolster Challengers,29,32.5,35.5,0.84,over,bom,0.489,-0.1198,pass,linha ja moveu 3.0,under,,0
3,LCKCL,2026-04-10,Nongshim Esports Academy vs KRX Challengers,29,31.5,34.5,0.31,over,sem faixa,,,pass,delta draft baixo,under,,0
3,LCKCL,2026-04-10,Nongshim Esports Academy vs KRX Challengers,27,30.5,27.5,-0.3,under,sem faixa,,,pass,delta draft baixo,under,,0
3,LCKCL,2026-04-10,Nongshim Esports Academy vs KRX Challengers,27,30.5,27.5,-0.7,under,leve,0.426,-0.2332,pass,linha ja moveu 3.0,under,,0
3,LCKCL,2026-04-13,Gen.G Global Academy vs KRX Challengers,33,30.5,27.5,-0.09,under,sem faixa,,,pass,delta draft baixo,over,,0
3,LCKCL,2026-04-13,Gen.G Global Academy vs KRX Challengers,29,31.5,34.5,0.78,over,bom,0.489,-0.1198,pass,linha ja moveu 3.0,under,,0
3,LCKCL,2026-04-13,KT Rolster Challengers vs HANJIN BRION Challengers,32,31.5,28.5,-0.15,under,sem faixa,,,pass,delta draft baixo,over,,0
3,LCKCL,2026-04-13,KT Rolster Challengers vs HANJIN BRION Challengers,33,31.5,34.5,1.18,over,medio,0.472,-0.1504,pass,linha ja moveu 3.0,under,,0
3,LCKCL,2026-04-13,Nongshim Esports Academy vs Hanwha Life Esports Challengers,31,30.5,33.5,0.37,over,sem faixa,,,pass,delta draft baixo,under,,0
3,LCKCL,2026-04-13,Hanwha Life Esports Challengers vs Nongshim Esports Academy,39,31.5,34.5,0.26,over,sem faixa,,,pass,delta draft baixo,over,,0
3,LCKCL,2026-04-14,T1 Esports Academy vs DN SOOPers Challengers,48,32.5,35.5,0.43,over,sem faixa,,,pass,delta draft baixo,over,,0
3,LCKCL,2026-04-14,T1 Esports Academy vs DN SOOPers Challengers,44,33.5,36.5,0.48,over,sem faixa,,,pass,delta draft baixo,over,,0
3,LCKCL,2026-04-14,T1 Esports Academy vs DN SOOPers Challengers,38,34.5,31.5,-1.38,under,forte,0.537,-0.0334,pass,linha ja moveu 3.0,over,,0
3,LCKCL,2026-04-14,BNK FEARX Youth vs Dplus KIA Challengers,21,33.5,30.5,-0.4,under,sem faixa,,,pass,delta draft baixo,under,,0
3,LCKCL,2026-04-14,BNK FEARX Youth vs Dplus KIA Challengers,25,32.5,29.5,-0.91,under,bom,0.489,-0.1198,pass,linha ja moveu 3.0,under,,0
3,LCKCL,2026-04-14,BNK FEARX Youth vs Dplus KIA Challengers,37,31.5,34.5,0.84,over,bom,0.489,-0.1198,pass,linha ja moveu 3.0,over,,0
3,LCKCL,2026-04-16,KT Rolster Challengers vs Nongshim Esports Academy,38,31.5,28.5,-0.19,under,sem faixa,,,pass,delta draft baixo,over,,0
3,LCKCL,2026-04-16,KT Rolster Challengers vs Nongshim Esports Academy,36,32.5,29.5,-1.21,under,medio,0.472,-0.1504,pass,linha ja moveu 3.0,over,,0
3,LCKCL,2026-04-16,Nongshim Esports Academy vs KT Rolster Challengers,43,33.5,36.5,0.16,over,sem faixa,,,pass,delta draft baixo,over,,0
3,LCKCL,2026-04-16,Gen.G Global Academy vs Hanwha Life Esports Challengers,48,34.5,31.5,-1.16,under,medio,0.472,-0.1504,pass,linha ja moveu 3.0,over,,0
3,LCKCL,2026-04-16,Gen.G Global Academy vs Hanwha Life Esports Challengers,39,36.5,33.5,-1.47,under,forte,0.537,-0.0334,pass,linha ja moveu 3.0,over,,0
3,LCKCL,2026-04-16,Hanwha Life Esports Challengers vs Gen.G Global Academy,34,37.5,34.5,-0.63,under,leve,0.426,-0.2332,pass,linha ja moveu 3.0,under,,0
3,LCKCL,2026-04-16,DN SOOPers Challengers vs KRX Challengers,30,36.5,33.5,-0.9,under,bom,0.489,-0.1198,pass,linha ja moveu 3.0,under,,0
3,LCKCL,2026-04-16,DN SOOPers Challengers vs KRX Challengers,36,35.5,32.5,-0.36,under,sem faixa,,,pass,delta draft baixo,over,,0
