league,date,game,actual,prePrediction,preLine,postPrediction,postLine,delta,changedLine,lean,actualSideVsPreLine,correct,draftConfidence,lineAdjustment,signalThreshold,signalReason,topPickEffects
LPL,2026-05-14,LNG Esports vs LGD Gaming,32,24.23,23.5,23.68,23.5,-0.55,false,neutral,over,,0.886,-0.45,99,under bloqueado,SUP Milio -2.5 | ADC Lucian -1.73 | TOP Rumble +1.53 | MID Anivia -0.86 | ADC Yunara +0.53
LPL,2026-05-14,JD Gaming vs Weibo Gaming,24,26.1,25.5,27.37,26.5,1.26,true,over,under,false,0.902,-0.9,1,edge valido,ADC Jhin +2.8 | TOP Rumble +1.36 | JUNGLE Vi +1.29 | TOP Sion +1.19 | ADC Corki +1.05
LPL,2026-05-14,Weibo Gaming vs JD Gaming,19,26.02,25.5,26.59,25.5,0.57,false,neutral,under,,0.902,-0.9,1,delta fraco,ADC Ashe +2.8 | SUP Milio -2.42 | SUP Seraphine +2.24 | JUNGLE Pantheon +1.82 | ADC Lucian -1.7
LPL,2026-05-14,JD Gaming vs Weibo Gaming,17,25.34,24.5,26.46,25.5,1.12,true,over,under,false,0.876,-0.68,1,edge valido,MID Taliyah +1.74 | JUNGLE Jayce +1.64 | SUP Bard +1.36 | SUP Neeko +1.3 | TOP Zaahen +1.22
LPL,2026-05-15,Ultra Prime vs Oh My God,26,24.17,23.5,26.38,26.5,2.22,true,over,over,true,0.92,-0.23,1,edge valido,JUNGLE Jarvan IV +2.28 | TOP Rumble +2.18 | JUNGLE Vi +2.12 | ADC Corki +1.89 | MID Taliyah +1.77
LPL,2026-05-15,Ultra Prime vs Oh My God,24,23.99,23.5,24.75,24.5,0.77,true,neutral,over,,0.896,0,1,delta fraco,JUNGLE Pantheon +2.44 | MID Akali +2.31 | SUP Milio -1.91 | JUNGLE Xin Zhao +1.73 | SUP Bard +1.58
LPL,2026-05-15,Top Esports vs Bilibili Gaming,50,25.62,25.5,27.73,27.5,2.1,true,over,over,true,0.882,0.23,1,edge valido,ADC Jhin +2.8 | TOP Jayce +2.56 | JUNGLE Jarvan IV +2.26 | JUNGLE Vi +2.1 | SUP Rakan +1.64
LPL,2026-05-15,Bilibili Gaming vs Top Esports,32,27.99,27.5,27.6,27.5,-0.39,false,neutral,over,,0.911,0,99,under bloqueado,SUP Milio -2.73 | ADC Lucian -2.09 | JUNGLE Pantheon +1.33 | JUNGLE Lee Sin +0.81 | MID Anivia -0.68
LPL,2026-05-16,ThunderTalk Gaming vs EDward Gaming,25,25.81,25.5,26.43,26.5,0.61,true,neutral,under,,0.903,-0.23,1,delta fraco,ADC Ashe +2.67 | SUP Seraphine +1.61 | TOP KSante -1.32 | ADC Senna -1.22 | SUP Alistar +1.15
LPL,2026-05-16,ThunderTalk Gaming vs EDward Gaming,20,26.06,25.5,26.64,26.5,0.58,true,neutral,under,,0.906,-0.45,1,delta fraco,ADC Jhin +2.8 | JUNGLE Jarvan IV +1.35 | MID Azir +0.96 | ADC Corki +0.73 | JUNGLE Naafiri -0.63
LPL,2026-05-16,EDward Gaming vs ThunderTalk Gaming,43,25.24,24.5,26.41,25.5,1.16,true,over,over,true,0.859,-0.45,1,edge valido,TOP Jayce +2.06 | MID Akali +1.61 | ADC Zeri +1.31 | MID Aurora +1.17 | SUP Neeko +1.12
LPL,2026-05-16,Team WE vs Ninjas in Pyjamas,38,27.98,26.5,27.98,26.5,-0.01,false,neutral,over,,0.913,-1.35,99,under bloqueado,MID Orianna +2.17 | TOP KSante -1.58 | SUP Seraphine +1.31 | TOP Renekton -0.98 | JUNGLE Vi +0.84
LPL,2026-05-16,Team WE vs Ninjas in Pyjamas,22,30.25,28.5,29.59,28.5,-0.67,false,neutral,under,,0.876,-1.57,99,under bloqueado,JUNGLE Trundle -2.47 | ADC Caitlyn -1.77 | TOP Gragas +1.7 | TOP Jayce +1.29 | MID Annie -1.22
LPL,2026-05-16,Team WE vs Ninjas in Pyjamas,25,29.34,27.5,27.95,25.5,-1.39,true,neutral,under,,0.893,-2.02,99,under bloqueado,SUP Milio -2.8 | ADC Lucian -2.53 | MID Twisted Fate -2.1 | JUNGLE Naafiri -1.17 | TOP Shen -1.1
LPL,2026-05-17,Invictus Gaming vs JD Gaming,42,28.06,26.5,28.07,26.5,0.01,false,neutral,over,,0.913,-1.57,1,delta fraco,SUP Milio -2.8 | ADC Ashe +2.39 | ADC Lucian -2.39 | SUP Seraphine +1.46 | JUNGLE Naafiri -1.09
LPL,2026-05-17,Invictus Gaming vs JD Gaming,30,30.46,28.5,29.79,27.5,-0.68,true,neutral,over,,0.899,-2.25,99,under bloqueado,JUNGLE Trundle -2.65 | ADC Jhin +2.24 | TOP KSante -1.91 | TOP Renekton -1.37 | MID Akali +1.14
LPL,2026-05-17,JD Gaming vs Invictus Gaming,39,30.29,28.5,29.66,27.5,-0.62,true,neutral,over,,0.89,-2.02,99,under bloqueado,ADC Caitlyn -2.09 | MID Viktor +1.16 | ADC Ezreal -0.96 | TOP Gnar -0.71 | JUNGLE Skarner -0.64
LPL,2026-05-17,Bilibili Gaming vs Anyone s Legend,42,31.84,29.5,31.22,28.5,-0.62,true,neutral,over,,0.913,-2.25,99,under bloqueado,MID Twisted Fate -2.8 | ADC Jhin +1.77 | JUNGLE Naafiri -1.7 | MID Ryze -1.07 | SUP Karma -0.93
LPL,2026-05-17,Anyone s Legend vs Bilibili Gaming,29,34.13,31.5,31.98,29.5,-2.14,true,neutral,under,,0.901,-2.48,99,under bloqueado,ADC Lucian -2.8 | SUP Milio -2.8 | MID Annie -2.36 | TOP Yorick -2.27 | ADC Ezreal -1.81
LPL,2026-05-23,LNG Esports vs Team WE,11,33.52,31.5,31.67,29.5,-1.86,true,neutral,under,,0.91,-2.5,99,under bloqueado,ADC Lucian -2.8 | SUP Milio -2.8 | MID Annie -2.25 | JUNGLE Wukong -1.73 | ADC Ezreal -1.7
LPL,2026-05-23,Team WE vs LNG Esports,29,30.93,28.5,30.51,28.5,-0.43,false,neutral,over,,0.9,-2.02,99,under bloqueado,JUNGLE Trundle -2.58 | ADC Jhin +2.29 | TOP KSante -1.84 | SUP Nautilus +0.93 | ADC Yunara -0.87
LPL,2026-05-23,LNG Esports vs Team WE,34,31.2,29.5,30.82,28.5,-0.39,true,neutral,over,,0.902,-2.02,99,under bloqueado,MID Twisted Fate -2.24 | TOP Renekton -1.44 | SUP Bard -0.53 | ADC Sivir -0.48 | JUNGLE Xin Zhao -0.3
LPL,2026-05-23,LNG Esports vs Team WE,24,30.83,29.5,30.4,28.5,-0.43,true,neutral,under,,0.813,-1.8,99,under bloqueado,ADC Caitlyn -1.94 | TOP Yorick -1.65 | ADC Miss Fortune +1.51 | JUNGLE Naafiri -1.28 | TOP Ornn +0.89
LPL,2026-05-23,LNG Esports vs Team WE,17,29.98,27.5,30.53,28.5,0.55,true,neutral,under,,0.855,-2.02,1,delta fraco,ADC Ashe +1.9 | MID Smolder +1.49 | JUNGLE Poppy +1.33 | SUP Lulu -1 | SUP Seraphine +0.96
LPL,2026-05-23,ThunderTalk Gaming vs Invictus Gaming,23,30.25,28.5,30.31,28.5,0.06,false,neutral,under,,0.912,-1.35,1,delta fraco,MID Orianna +2.28 | TOP KSante -1.3 | TOP Rumble +0.88 | SUP Neeko +0.84 | JUNGLE Naafiri -0.7
LPL,2026-05-23,ThunderTalk Gaming vs Invictus Gaming,33,29.83,28.5,31.19,29.5,1.36,true,over,over,true,0.897,-1.35,1,edge valido,ADC Ashe +2.43 | TOP Jayce +1.64 | SUP Nautilus +1.61 | ADC Senna -1.34 | MID Akali +1.14
LPL,2026-05-23,Invictus Gaming vs ThunderTalk Gaming,26,29.52,28.5,29.5,28.5,-0.02,false,neutral,under,,0.901,-0.68,99,under bloqueado,TOP Varus +2.8 | ADC Jhin +2.76 | JUNGLE Trundle -2.06 | SUP Seraphine +1.3 | MID Annie -1.25
LPL,2026-05-24,EDward Gaming vs Ninjas in Pyjamas,14,27.21,26.5,27.07,26.5,-0.14,false,neutral,under,,0.9,-0.23,99,under bloqueado,SUP Milio -2.8 | ADC Ashe +2.35 | ADC Lucian -2.35 | TOP Jayce +1.58 | SUP Seraphine +1.35
LPL,2026-05-24,EDward Gaming vs Ninjas in Pyjamas,37,25.64,25.5,26.96,26.5,1.31,true,over,over,true,0.921,-0.23,1,edge valido,MID Orianna +2.66 | JUNGLE Vi +1.62 | JUNGLE Jarvan IV +1.6 | TOP Tristana +0.98 | ADC Corki +0.86
LPL,2026-05-24,Ninjas in Pyjamas vs EDward Gaming,32,27.26,26.5,27.97,27.5,0.71,true,neutral,over,,0.879,-0.9,1,delta fraco,ADC Jhin +2.8 | MID Viktor +1.93 | JUNGLE Trundle -1.89 | SUP Nautilus +1.69 | MID Aurora +1.08
LPL,2026-05-24,EDward Gaming vs Ninjas in Pyjamas,32,27.06,27.5,27.52,27.5,0.46,false,neutral,over,,0.799,0,1,delta fraco,SUP Leona +2.76 | ADC Caitlyn -1.4 | TOP Vayne +1.16 | TOP Ornn +1.15 | JUNGLE Pantheon +0.79
LPL,2026-05-24,Ninjas in Pyjamas vs EDward Gaming,27,27.54,27.5,27.6,27.5,0.05,false,neutral,under,,0.818,-0.23,1,delta fraco,ADC Zeri +1.95 | SUP Yuumi +1.47 | TOP KSante -1.46 | JUNGLE Shyvana -0.55 | SUP Thresh -0.5
LPL,2026-05-24,LGD Gaming vs Weibo Gaming,15,25.74,25.5,25.31,25.5,-0.43,false,neutral,under,,0.911,0.23,99,under bloqueado,SUP Milio -2.8 | ADC Lucian -2.68 | ADC Ashe +1.97 | MID Annie -1.54 | MID Akali +1.02
LPL,2026-05-24,Weibo Gaming vs LGD Gaming,15,23.25,24.5,23.55,24.5,0.31,false,neutral,under,,0.926,1.13,1,delta fraco,JUNGLE Vi +1.54 | JUNGLE Trundle -1.53 | TOP Rumble +1.29 | ADC Corki +0.79 | TOP Sion +0.72
LPL,2026-05-24,LGD Gaming vs Weibo Gaming,30,21.68,23.5,22.78,24.5,1.1,true,over,over,true,0.9,1.57,1,edge valido,ADC Miss Fortune +2.76 | SUP Nautilus +2.43 | MID Aurora +1.81 | JUNGLE Xin Zhao +1.36 | SUP Bard +1.18
LPL,2026-05-24,Weibo Gaming vs LGD Gaming,22,23.61,24.5,23.61,24.5,0,false,neutral,under,,0.679,1.35,1,delta fraco,MID Twisted Fate -0.97 | TOP Jax +0.79 | ADC Caitlyn -0.65 | SUP Camille +0.63 | JUNGLE Lee Sin +0.51
LPL,2026-05-24,Weibo Gaming vs LGD Gaming,21,23,24.5,23.1,24.5,0.11,false,neutral,under,,0.716,1.57,1,delta fraco,ADC Kalista -1.42 | TOP Zaahen +1.22 | JUNGLE Sylas +1.19 | TOP Ambessa +1.02 | SUP Renata Glasc -0.83
CBLOL,2026-04-14,Vivo Keyd Stars vs Los Grandes,23,32.81,30.5,32.94,30.5,0.13,false,neutral,under,,0.63,-2.48,99,over bloqueado,SUP Anivia +1.59 | ADC Caitlyn -1.38 | TOP KSante -1 | JUNGLE Aatrox +0.77 | MID Mel +0.74
CBLOL,2026-04-14,Vivo Keyd Stars vs Los Grandes,24,31.92,29.5,31.56,29.5,-0.36,false,under,under,true,0.59,-2.02,0,edge valido,SUP Lulu -1.82 | ADC Yunara -0.95 | SUP Milio -0.86 | MID Zoe -0.46 | JUNGLE Lee Sin +0.45
CBLOL,2026-04-14,LOUD vs Fluxo W7M,22,31.19,29.5,31.49,29.5,0.3,false,neutral,under,,0.787,-1.57,99,over bloqueado,JUNGLE Pantheon +1.47 | SUP Anivia +1.32 | ADC Caitlyn -1.25 | MID Aurora +1.08 | TOP KSante -0.63
CBLOL,2026-04-14,LOUD vs Fluxo W7M,22,30.41,29.5,30.13,29.5,-0.28,false,under,under,true,0.766,-1.13,0,edge valido,TOP Gnar -1.07 | SUP Milio -0.89 | ADC Corki +0.55 | SUP Nami -0.4 | MID Zoe -0.37
CBLOL,2026-04-14,Fluxo W7M vs LOUD,20,28.88,27.5,28.65,27.5,-0.24,false,under,under,true,0.733,-1.13,0,edge valido,ADC Xayah -1.47 | SUP Lulu -1.35 | TOP Aatrox -1.24 | JUNGLE Vi +0.93 | JUNGLE Xin Zhao +0.9
CBLOL,2026-04-18,Fluxo W7M vs FURIA,24,27.31,26.5,28.03,27.5,0.72,true,neutral,under,,0.793,-0.68,99,over bloqueado,TOP Ambessa +1.95 | TOP RekSai +1.79 | JUNGLE Aatrox +1.72 | MID Anivia -1.06 | SUP Milio -0.91
CBLOL,2026-04-18,Fluxo W7M vs FURIA,28,25.27,24.5,25.96,25.5,0.69,true,neutral,over,,0.806,-0.45,99,over bloqueado,ADC Jhin +1.28 | MID Viktor +1.16 | JUNGLE Xin Zhao +1.14 | TOP Rumble +1.13 | ADC Corki +1.12
CBLOL,2026-04-18,Los Grandes vs paiN Gaming,30,27.11,26.5,27.84,27.5,0.73,true,neutral,over,,0.787,-0.23,99,over bloqueado,ADC Varus +2.4 | MID Ahri +1.88 | JUNGLE Aatrox +1.63 | MID Orianna -1.36 | SUP Neeko +1.31
CBLOL,2026-04-18,Los Grandes vs paiN Gaming,23,28.28,27.5,28.78,28.5,0.5,true,neutral,under,,0.776,-0.68,99,over bloqueado,TOP Aurora +2.15 | SUP Milio -1.03 | TOP Rumble +0.97 | ADC Corki +0.97 | JUNGLE Zaahen +0.67
CBLOL,2026-04-18,Los Grandes vs paiN Gaming,25,26.52,26.5,26.34,26.5,-0.18,false,under,under,true,0.722,0,0,edge valido,TOP Ambessa +1.95 | ADC Xayah -1.64 | MID Viktor +1.18 | TOP Gnar -0.61 | SUP Thresh -0.37
CBLOL,2026-04-19,LOUD vs Leviatan,23,25.77,25.5,26.5,26.5,0.73,true,neutral,under,,0.792,0,99,over bloqueado,TOP Ambessa +1.92 | SUP Neeko +1.49 | ADC Jhin +1.35 | ADC Sivir +1.3 | JUNGLE Xin Zhao +1.24
CBLOL,2026-04-19,LOUD vs Leviatan,31,24.96,25.5,25.84,26.5,0.88,true,neutral,over,,0.811,0.23,99,over bloqueado,JUNGLE Aatrox +1.94 | TOP Aurora +1.89 | TOP Rumble +1.31 | ADC Corki +1.26 | JUNGLE Jarvan IV +1.22
CBLOL,2026-04-19,LOUD vs Leviatan,34,26.2,25.5,26.44,25.5,0.23,false,neutral,over,,0.784,-0.45,99,over bloqueado,ADC Ashe +0.78 | ADC Ezreal +0.68 | SUP Nautilus -0.61 | TOP Sion +0.61 | JUNGLE Zaahen +0.51
CBLOL,2026-04-19,Vivo Keyd Stars vs RED Canids,25,26.25,26.5,26.65,26.5,0.41,false,neutral,under,,0.783,-0.23,99,over bloqueado,JUNGLE Pantheon +2.02 | TOP Ambessa +1.47 | MID Orianna -1.47 | MID Twisted Fate +1.15 | ADC Sivir +0.85
CBLOL,2026-04-19,Vivo Keyd Stars vs RED Canids,24,26.27,25.5,26.82,26.5,0.55,true,neutral,under,,0.769,-0.45,99,over bloqueado,MID Ahri +1.89 | JUNGLE Aatrox +1.67 | SUP Lulu -1.13 | SUP Seraphine +1.03 | JUNGLE Vi +0.97
CBLOL,2026-04-19,RED Canids vs Vivo Keyd Stars,23,24.26,24.5,25.23,25.5,0.97,true,neutral,under,,0.701,0.23,99,over bloqueado,ADC Kalista +2.69 | SUP Renata Glasc +2.69 | MID Aurora +1.77 | SUP Neeko +1.25 | ADC Caitlyn -0.77
CBLOL,2026-04-25,Los Grandes vs RED Canids,41,24.1,24.5,24.97,25.5,0.87,true,neutral,over,,0.833,0.23,99,over bloqueado,JUNGLE Pantheon +2.29 | TOP Rumble +1.31 | SUP Neeko +1.23 | JUNGLE Xin Zhao +1.16 | MID Orianna -1.15
CBLOL,2026-04-25,RED Canids vs Los Grandes,28,26.4,25.5,26.09,25.5,-0.3,false,under,over,false,0.764,-0.68,0,edge valido,MID Ahri +1.5 | SUP Lulu -1.41 | SUP Nautilus -0.7 | MID Lissandra -0.68 | JUNGLE Jarvan IV +0.6
CBLOL,2026-04-25,paiN Gaming vs Fluxo W7M,39,26.45,25.5,26.91,26.5,0.46,true,neutral,over,,0.818,-0.68,99,over bloqueado,ADC Varus +2.2 | MID Anivia -1.26 | TOP Kennen +1.19 | TOP Gnar -1.06 | SUP Neeko +1.05
CBLOL,2026-04-25,Fluxo W7M vs paiN Gaming,19,28.5,26.5,28.03,26.5,-0.48,false,under,under,true,0.817,-1.57,0,edge valido,SUP Lulu -1.72 | JUNGLE Aatrox +0.88 | ADC Yunara -0.79 | JUNGLE Nocturne -0.72 | MID Akali -0.72
CBLOL,2026-04-26,FURIA vs LOUD,35,27.28,25.5,27.17,25.5,-0.11,false,under,over,false,0.766,-1.35,0,edge valido,JUNGLE Naafiri -1.86 | MID Orianna -1.24 | JUNGLE Aatrox +0.94 | MID Akali -0.83 | ADC Jhin +0.7
CBLOL,2026-04-26,LOUD vs FURIA,26,28.63,26.5,28.63,26.5,0,false,under,under,true,0.819,-1.8,0,edge valido,SUP Neeko +1.03 | ADC Caitlyn -0.9 | JUNGLE Jayce +0.62 | MID Annie -0.62 | SUP Nami -0.45
CBLOL,2026-04-26,FURIA vs LOUD,24,28.33,26.5,28.3,26.5,-0.04,false,under,under,true,0.747,-1.57,0,edge valido,JUNGLE Xin Zhao +0.84 | TOP Volibear -0.8 | ADC Yunara -0.78 | MID Viktor +0.51 | JUNGLE Zaahen +0.43
CBLOL,2026-04-26,Vivo Keyd Stars vs Leviatan,38,28.07,26.5,28.55,27.5,0.47,true,neutral,over,,0.798,-1.35,99,over bloqueado,ADC Varus +2.44 | SUP Lulu -1.65 | TOP Ambessa +1.17 | JUNGLE Aatrox +1.12 | ADC Sivir +0.94
CBLOL,2026-04-26,Vivo Keyd Stars vs Leviatan,34,29.93,27.5,29.5,27.5,-0.44,false,under,over,false,0.793,-2.02,0,edge valido,MID Sylas -1.19 | JUNGLE Skarner -1.04 | ADC Caitlyn -1.02 | SUP Neeko +0.82 | MID Anivia -0.76
CBLOL,2026-05-02,paiN Gaming vs Leviatan,14,30.77,28.5,30.29,27.5,-0.48,true,under,under,true,0.8,-2.48,0,edge valido,SUP Milio -1.73 | JUNGLE Nocturne -1.19 | MID Ahri +0.84 | MID Lissandra -0.77 | SUP Neeko +0.73
CBLOL,2026-05-02,paiN Gaming vs Leviatan,27,28.9,26.5,29.22,27.5,0.32,true,neutral,over,,0.822,-2.02,99,over bloqueado,JUNGLE Pantheon +2 | MID Aurora +1.2 | SUP Nautilus -0.75 | MID Zoe -0.65 | ADC Ezreal +0.58
CBLOL,2026-05-02,RED Canids vs FURIA,36,28.46,26.5,29.16,27.5,0.7,true,neutral,over,,0.784,-1.8,99,over bloqueado,ADC Varus +2.66 | SUP Alistar +1.34 | JUNGLE Trundle +0.99 | JUNGLE Xin Zhao +0.97 | TOP Rumble +0.52
CBLOL,2026-05-02,RED Canids vs FURIA,35,29.18,27.5,28.44,26.5,-0.74,true,under,over,false,0.819,-1.8,0,edge valido,SUP Milio -2.14 | JUNGLE Pantheon +1.63 | JUNGLE Nocturne -1.37 | MID Orianna -1.25 | ADC Lucian -0.95
CBLOL,2026-05-02,FURIA vs RED Canids,26,30.45,28.5,30.18,28.5,-0.27,false,under,under,true,0.776,-1.8,0,edge valido,TOP Aatrox -1.92 | SUP Lulu -1.81 | ADC Yunara -1.25 | MID Aurora +0.66 | MID Twisted Fate +0.55
CBLOL,2026-05-03,Fluxo W7M vs Los Grandes,20,29.85,27.5,30.86,28.5,1.01,true,neutral,under,,0.825,-2.02,99,over bloqueado,ADC Varus +2.45 | JUNGLE Pantheon +1.61 | MID Cassiopeia +1.41 | JUNGLE Trundle +1.27 | SUP Alistar +1.1
CBLOL,2026-05-03,Los Grandes vs Fluxo W7M,34,29,27.5,29.08,27.5,0.07,false,neutral,over,,0.801,-1.8,99,over bloqueado,TOP Kennen +1.9 | SUP Milio -1.59 | JUNGLE Xin Zhao +0.95 | MID Ahri +0.83 | SUP Nautilus -0.8
CBLOL,2026-05-03,Los Grandes vs Fluxo W7M,35,28.93,27.5,28.76,27.5,-0.17,false,under,over,false,0.814,-1.57,0,edge valido,SUP Lulu -1.64 | JUNGLE Nocturne -1.12 | JUNGLE Aatrox +1.11 | TOP Ambessa +1.05 | ADC Yunara -1.04
CBLOL,2026-05-03,LOUD vs Vivo Keyd Stars,38,29.74,28.5,29.59,28.5,-0.15,false,under,over,false,0.863,-1.35,0,edge valido,MID Orianna -1.28 | JUNGLE Pantheon +1.23 | JUNGLE Nocturne -1.09 | TOP KSante -0.6 | MID Ahri +0.55
CBLOL,2026-05-03,LOUD vs Vivo Keyd Stars,19,30.33,29.5,29.52,28.5,-0.81,true,under,under,true,0.798,-1.13,0,edge valido,SUP Milio -1.83 | MID Akali -1.15 | TOP Ornn -1.03 | ADC Caitlyn -0.99 | MID Ryze -0.96
CBLOL,2026-05-09,LOUD vs Vivo Keyd Stars,31,29.59,28.5,29.59,28.5,0,false,under,over,false,0.77,-1.13,0,edge valido,ADC Xayah -2.09 | ADC Kalista +1.9 | SUP Renata Glasc +1.9 | MID Ahri +0.88 | TOP Jayce -0.65
CBLOL,2026-05-09,LOUD vs Vivo Keyd Stars,31,29.43,28.5,29.5,28.5,0.06,false,neutral,over,,0.78,-0.68,99,over bloqueado,ADC Xayah -1.89 | ADC Kalista +1.86 | SUP Renata Glasc +1.86 | MID Ahri +0.83 | SUP Rakan -0.61
CBLOL,2026-05-09,LOUD vs Vivo Keyd Stars,21,29.95,29.5,29.53,29.5,-0.42,false,under,under,true,0.695,-0.45,0,edge valido,SUP Milio -2.01 | TOP Gnar -1.24 | ADC Lucian -0.81 | JUNGLE Trundle +0.54 | TOP Yorick -0.34
CBLOL,2026-05-09,Vivo Keyd Stars vs LOUD,17,29.12,28.5,29.22,28.5,0.09,false,neutral,under,,0.785,-0.9,99,over bloqueado,JUNGLE Naafiri -1.35 | TOP RekSai +1.18 | TOP Ambessa +1.17 | SUP Neeko +0.8 | MID Aurora +0.77
CBLOL,2026-05-10,Fluxo W7M vs Los Grandes,19,27.46,27.5,27.72,27.5,0.26,false,neutral,under,,0.784,-0.23,99,over bloqueado,TOP Kennen +2.2 | JUNGLE Pantheon +2.11 | SUP Milio -1.65 | MID Viktor +0.58 | JUNGLE Trundle +0.49
CBLOL,2026-05-10,Fluxo W7M vs Los Grandes,35,25.73,26.5,27.04,27.5,1.31,true,neutral,over,,0.875,0.68,99,over bloqueado,MID Ahri +1.9 | SUP Alistar +1.63 | JUNGLE Jarvan IV +1.42 | ADC Ezreal +1.35 | TOP Rumble +1.28
CBLOL,2026-05-10,Fluxo W7M vs Los Grandes,25,27.91,28.5,28.68,29.5,0.77,true,neutral,under,,0.827,0.68,99,over bloqueado,MID Taliyah +2.2 | JUNGLE Aatrox +1.46 | TOP Ambessa +1.36 | JUNGLE Xin Zhao +1.28 | ADC Xayah -1.17
CBLOL,2026-05-10,Fluxo W7M vs Los Grandes,29,27.54,27.5,28.3,28.5,0.76,true,neutral,over,,0.693,-0.23,99,over bloqueado,ADC Varus +2.68 | SUP Rell +2.21 | JUNGLE Naafiri -1.68 | MID Cassiopeia +1.27 | ADC Sivir +0.9
CBLOL,2026-05-10,Fluxo W7M vs Los Grandes,27,27.15,27.5,26.92,26.5,-0.23,true,under,under,true,0.618,0,0,edge valido,JUNGLE Skarner -0.98 | SUP Lulu -0.91 | MID Twisted Fate +0.68 | MID Yone -0.66 | ADC Jinx -0.63
CBLOL,2026-05-16,Fluxo W7M vs RED Canids,40,26.9,27.5,27.26,27.5,0.36,false,neutral,over,,0.848,0.23,99,over bloqueado,JUNGLE Jarvan IV +1.26 | ADC Ezreal +1.2 | SUP Neeko +0.99 | JUNGLE Vi +0.7 | TOP Gnar -0.69
CBLOL,2026-05-16,Fluxo W7M vs RED Canids,24,28.85,28.5,29.06,29.5,0.21,true,neutral,under,,0.752,0,99,over bloqueado,MID Taliyah +1.66 | JUNGLE Pantheon +1.45 | SUP Lulu -1.33 | JUNGLE Skarner -1.21 | MID Tristana -0.79
CBLOL,2026-05-16,RED Canids vs Fluxo W7M,18,28.9,28.5,29.06,29.5,0.16,true,neutral,under,,0.767,0,99,over bloqueado,MID Ahri +1.52 | JUNGLE Xin Zhao +0.94 | MID Sylas -0.66 | TOP Renekton -0.41 | ADC Smolder -0.36
CBLOL,2026-05-16,RED Canids vs Fluxo W7M,25,26.8,27.5,27,27.5,0.2,false,neutral,under,,0.721,0.23,99,over bloqueado,SUP Milio -1.77 | SUP Alistar +1.65 | MID Azir +1.6 | ADC Sivir +0.96 | JUNGLE Dr. Mundo -0.54
CBLOL,2026-05-17,LOUD vs FURIA,26,25.57,26.5,26.32,26.5,0.75,false,neutral,under,,0.825,0.68,99,over bloqueado,ADC Ezreal +1.61 | TOP Rumble +1.32 | JUNGLE Vi +1.2 | MID Aurora +1.13 | SUP Seraphine +1.01
CBLOL,2026-05-17,FURIA vs LOUD,23,24.58,25.5,24.43,25.5,-0.15,false,under,under,true,0.807,0.9,0,edge valido,SUP Milio -1.69 | TOP Ambessa +1.58 | JUNGLE Skarner -0.94 | TOP KSante +0.81 | MID Annie +0.75
CBLOL,2026-05-17,FURIA vs LOUD,26,24.76,25.5,25.14,25.5,0.38,false,neutral,over,,0.818,0.68,99,over bloqueado,MID Cassiopeia +1.49 | ADC Corki +1.48 | SUP Nami +1.08 | JUNGLE RekSai -0.82 | TOP Sion +0.68
CBLOL,2026-05-23,Los Grandes vs Vivo Keyd Stars,32,24.85,25.5,26,26.5,1.16,true,neutral,over,,0.848,0.68,99,over bloqueado,JUNGLE Pantheon +2.26 | ADC Ezreal +1.81 | SUP Neeko +1.65 | TOP Rumble +1.54 | MID Cassiopeia +1.4
CBLOL,2026-05-23,Los Grandes vs Vivo Keyd Stars,29,25.35,26.5,25.54,26.5,0.19,false,neutral,over,,0.806,0.68,99,over bloqueado,MID Taliyah +2.11 | SUP Milio -1.8 | TOP Aatrox -1.51 | JUNGLE Xin Zhao +1.3 | JUNGLE Vi +1.14
CBLOL,2026-05-23,Los Grandes vs Vivo Keyd Stars,29,26.11,26.5,26.26,26.5,0.15,false,neutral,over,,0.794,0.68,99,over bloqueado,JUNGLE Jarvan IV +1.58 | SUP Anivia +1.28 | JUNGLE RekSai -0.85 | SUP Karma -0.58 | MID Ryze +0.52
CBLOL,2026-05-24,FURIA vs RED Canids,24,26.91,27.5,27.83,28.5,0.91,true,neutral,under,,0.856,0.23,99,over bloqueado,ADC Varus +2.67 | ADC Ezreal +1.46 | SUP Neeko +1.35 | TOP Rumble +1.18 | JUNGLE Xin Zhao +1.15
CBLOL,2026-05-24,FURIA vs RED Canids,25,27.1,26.5,27.5,27.5,0.41,true,neutral,under,,0.779,-0.23,99,over bloqueado,JUNGLE Aatrox +1.56 | MID Cassiopeia +1.39 | SUP Seraphine +0.99 | ADC Ashe +0.87 | SUP Lulu -0.73
CBLOL,2026-05-24,FURIA vs RED Canids,21,26.13,26.5,26.35,26.5,0.22,false,neutral,under,,0.783,0.23,99,over bloqueado,SUP Alistar +1.74 | TOP Ambessa +1.48 | ADC Xayah -1.08 | JUNGLE Naafiri -1.05 | ADC Sivir +0.98
CBLOL,2026-05-25,Los Grandes vs LOUD,28,25.77,25.5,25.77,25.5,0,false,neutral,over,,0.781,0.23,99,over bloqueado,MID Cassiopeia +1.47 | SUP Milio -1.43 | TOP Sion +0.77 | SUP Bard +0.73 | MID Akali -0.46
CBLOL,2026-05-25,Los Grandes vs LOUD,22,25.79,26.5,27.45,27.5,1.66,true,neutral,under,,0.875,0.23,99,over bloqueado,JUNGLE Jarvan IV +1.92 | ADC Ezreal +1.83 | JUNGLE Aatrox +1.71 | SUP Neeko +1.66 | TOP Rumble +1.58
